day,date,e0,e_end,plan_cost,emg_cost,total_cost
85,2025-03-27T00:00:00,8410.867128752681,3622.6634169818954,34616.62687907432,7393.125296464187,42009.75217553851
86,2025-03-28T00:00:00,3622.6634169818954,3499.6424102202127,13766.712234781051,3275.5073393392513,17042.219574120303
87,2025-03-29T00:00:00,3499.6424102202127,8484.833981039743,16313.46926391319,2457.5052212227592,18770.97448513595
88,2025-03-30T00:00:00,8484.833981039743,8478.403122087157,35014.55882675388,4080.370458627536,39094.92928538141
89,2025-03-31T00:00:00,8478.403122087157,8549.476425353567,34490.10840801256,15616.010499367067,50106.11890737963
90,2025-04-01T00:00:00,8549.476425353567,8551.263340343365,34838.532805959105,30486.646281644495,65325.179087603596
91,2025-04-02T00:00:00,8551.263340343365,8467.156656363175,34845.31665354802,29539.146653110576,64384.463306658596
92,2025-04-03T00:00:00,8467.156656363175,3349.8659725169878,33797.39528665037,5054.918110025879,38852.31339667625
93,2025-04-04T00:00:00,3349.8659725169878,3334.1622989335674,13417.306999587716,1862.0320867541932,15279.339086341908
94,2025-04-05T00:00:00,3334.1622989335674,8371.844582392925,15919.002046051572,2426.33247128157,18345.33451733314
95,2025-04-06T00:00:00,8371.844582392925,8541.816986660213,35852.98187617958,1981.3468047545216,37834.32868093411
96,2025-04-07T00:00:00,8541.816986660213,8369.957263262668,35020.175977113795,2179.423284561863,37199.599261675656
97,2025-04-08T00:00:00,8369.957263262668,8430.55038940181,35591.62204520322,5761.597682576016,41353.21972777924
98,2025-04-09T00:00:00,8430.55038940181,8426.891625228609,34795.22045860245,24717.929724190508,59513.15018279296
99,2025-04-10T00:00:00,8426.891625228609,3371.895527552955,32568.53356050577,3499.3416687607087,36067.87522926648
100,2025-04-11T00:00:00,3371.895527552955,2928.268088441067,12876.596913067759,2000.5880586283724,14877.184971696131
101,2025-04-12T00:00:00,2928.268088441067,8426.010833067123,15987.318743775533,422.0653036700665,16409.3840474456
102,2025-04-13T00:00:00,8426.010833067123,8552.252882551782,34173.16859588266,5436.032465227037,39609.20106110969
103,2025-04-14T00:00:00,8552.252882551782,8417.10566661806,33595.27983944345,3580.542430200514,37175.82226964396
104,2025-04-15T00:00:00,8417.10566661806,8580.248679397104,34280.086774084084,1472.4079240103538,35752.49469809444
105,2025-04-16T00:00:00,8580.248679397104,8380.405412698206,34073.40554288146,11213.711074580822,45287.116617462285
106,2025-04-17T00:00:00,8380.405412698206,3120.881060231682,31070.517244333234,4097.356426480056,35167.87367081329
107,2025-04-18T00:00:00,3120.881060231682,2795.162653005406,12459.655279279272,1206.7751796956763,13666.430458974948
108,2025-04-19T00:00:00,2795.162653005406,8439.446704159314,15335.407686181465,662.8112781402604,15998.218964321724
109,2025-04-20T00:00:00,8439.446704159314,8682.108556512403,32977.276229000396,4961.65029401963,37938.926523020025
110,2025-04-21T00:00:00,8682.108556512403,8434.106634785327,32699.848610910387,2091.8046178899167,34791.65322880031
111,2025-04-22T00:00:00,8434.106634785327,8308.434556410139,31921.408651315774,10886.449353587866,42807.85800490364
112,2025-04-23T00:00:00,8308.434556410139,8611.548245423373,33155.60639447695,1049.1327024814884,34204.73909695844
113,2025-04-24T00:00:00,8611.548245423373,2561.341141784067,29468.176849632247,1825.7531693898454,31293.930019022093
114,2025-04-25T00:00:00,2561.341141784067,2144.7345522723904,11594.604484592906,1891.9799963508121,13486.584480943719
115,2025-04-26T00:00:00,2144.7345522723904,7708.022496398881,14231.379999426,3894.913559361994,18126.293558787995
116,2025-04-27T00:00:00,7708.022496398881,7546.931698571831,29476.319947864627,13827.947381562208,43304.26732942683
117,2025-04-28T00:00:00,7546.931698571831,7514.894264650702,30904.015825981885,45194.23377084015,76098.24959682203
118,2025-04-29T00:00:00,7514.894264650702,8082.587884009169,31970.37610328579,5825.904590432787,37796.28069371858
119,2025-04-30T00:00:00,8082.587884009169,7897.031951662743,31129.25682939515,774.7336795769514,31903.990508972103
120,2025-05-01T00:00:00,7897.031951662743,1241.9634233744039,27908.48565770289,19519.01111693829,47427.496774641186
121,2025-05-02T00:00:00,1241.9634233744039,1377.782430771221,12182.149364473487,16495.10402448018,28677.253388953668
122,2025-05-03T00:00:00,1377.782430771221,7578.941825582311,15490.29739493685,10239.182708731681,25729.48010366853
123,2025-05-04T00:00:00,7578.941825582311,7979.91525878192,33073.95262779933,9662.12454434913,42736.077172148456
124,2025-05-05T00:00:00,7979.91525878192,8270.80013976484,33642.89350915051,15524.927810566645,49167.82131971716
125,2025-05-06T00:00:00,8270.80013976484,8006.409272745793,33488.394672342736,13026.675106498442,46515.06977884118
126,2025-05-07T00:00:00,8006.409272745793,8280.72092270092,34662.921677619415,10208.356944576552,44871.27862219597
127,2025-05-08T00:00:00,8280.72092270092,2819.394586442371,33708.12492286307,4768.876862298359,38477.001785161425
128,2025-05-09T00:00:00,2819.394586442371,2592.3030200956227,13847.111551456403,2568.588447870827,16415.69999932723
129,2025-05-10T00:00:00,2592.3030200956227,8331.369900005207,16983.01617142347,1374.4429296327996,18357.45910105627
130,2025-05-11T00:00:00,8331.369900005207,8575.507125619873,35419.18246191506,4895.121162887347,40314.30362480241
131,2025-05-12T00:00:00,8575.507125619873,8799.33184482748,35624.33256660505,2121.8072088603253,37746.13977546537
132,2025-05-13T00:00:00,8799.33184482748,8631.145438198258,35459.19930120905,927.4795584501477,36386.6788596592
133,2025-05-14T00:00:00,8631.145438198258,8682.112142613103,35725.595350461386,1864.2850969264439,37589.88044738783
134,2025-05-15T00:00:00,8682.112142613103,3475.682060274041,33608.67548098572,4142.3278869427295,37751.00336792845
135,2025-05-16T00:00:00,3475.682060274041,2209.169368508342,13742.525686800138,878.6248626342972,14621.150549434435
136,2025-05-17T00:00:00,2209.169368508342,9060.155843249504,17847.766636029937,1490.3559292524442,19338.12256528238
137,2025-05-18T00:00:00,9060.155843249504,9362.968592149959,35464.0994573754,5076.865651858742,40540.965109234145
138,2025-05-19T00:00:00,9362.968592149959,8791.693422055067,34776.67473362612,782.1916346359353,35558.86636826205
139,2025-05-20T00:00:00,8791.693422055067,8772.087603586127,34719.77495660975,7822.697052336697,42542.472008946446
140,2025-05-21T00:00:00,8772.087603586127,8270.106886287182,34505.67730209054,2770.4620723642415,37276.13937445478
141,2025-05-22T00:00:00,8270.106886287182,2568.0709753246074,30918.042110615832,2403.82885426057,33321.870964876405
142,2025-05-23T00:00:00,2568.0709753246074,2039.513161787775,13271.3061593653,1719.5492976259725,14990.855456991272
143,2025-05-24T00:00:00,2039.513161787775,8399.937887261283,17003.306030899552,664.7033633305125,17668.009394230063
144,2025-05-25T00:00:00,8399.937887261283,8393.352035373488,34254.96989120105,459.7163538439024,34714.686245044955
145,2025-05-26T00:00:00,8393.352035373488,7974.322981006035,33746.821718463834,14357.1659705343,48103.98768899814
146,2025-05-27T00:00:00,7974.322981006035,7942.998767214351,33571.320053751784,887.2965092308473,34458.61656298263
147,2025-05-28T00:00:00,7942.998767214351,8292.070861933207,33871.73755380565,3745.5066596734946,37617.24421347915
148,2025-05-29T00:00:00,8292.070861933207,2055.8727443511902,29772.65693249409,19255.16847777229,49027.82541026638
149,2025-05-30T00:00:00,2055.8727443511902,2019.3721568146311,13148.530874781387,3187.3613938815465,16335.892268662934
150,2025-05-31T00:00:00,2019.3721568146311,8586.762267572783,16758.511732589286,1669.4726045452035,18427.98433713449
151,2025-06-01T00:00:00,8586.762267572783,6890.122239323555,33839.174415526155,83285.7606815178,117124.93509704396
152,2025-06-02T00:00:00,6890.122239323555,7304.489830372448,35390.83908817617,63166.07400010202,98556.91308827819
153,2025-06-03T00:00:00,7304.489830372448,8218.193778281517,43409.01272092706,10394.48803073864,53803.5007516657
154,2025-06-04T00:00:00,8218.193778281517,8172.25290455084,43478.21153405961,10099.030675949807,53577.24221000941
155,2025-06-05T00:00:00,8172.25290455084,2411.720495792114,42291.15849910649,8615.574051173739,50906.73255028023
156,2025-06-06T00:00:00,2411.720495792114,2457.055156097569,18442.929762179494,12788.89532270233,31231.825084881824
157,2025-06-07T00:00:00,2457.055156097569,8330.65539963843,22491.993745031614,3631.2229676386373,26123.21671267025
158,2025-06-08T00:00:00,8330.65539963843,9725.60213140604,55377.53770519726,3.0925678288440395e-05,55377.53773612294
159,2025-06-09T00:00:00,9725.60213140604,8673.271956609537,46900.74538503456,5435.011879130263,52335.75726416483
160,2025-06-10T00:00:00,8673.271956609537,8823.349976781692,48038.05333435201,1363.0839286080563,49401.13726296007
161,2025-06-11T00:00:00,8823.349976781692,8835.198876099736,47562.83321955245,20158.48154886088,67721.31476841333
162,2025-06-12T00:00:00,8835.198876099736,3525.8526112284594,47526.76262421454,1512.6411540881618,49039.4037783027
163,2025-06-13T00:00:00,3525.8526112284594,2984.2117196338545,19071.56559475425,2015.4716126999153,21087.037207454166
164,2025-06-14T00:00:00,2984.2117196338545,8489.317084172379,22761.859084157506,318.83321085858177,23080.692295016088
165,2025-06-15T00:00:00,8489.317084172379,10549.023642326492,54086.61977255516,207.14726336463576,54293.767035919795
166,2025-06-16T00:00:00,10549.023642326492,9716.672650326354,50562.0794595677,1004.4430458003593,51566.52250536806
167,2025-06-17T00:00:00,9716.672650326354,9397.532913933619,50581.08239584911,5790.841018115105,56371.923413964214
168,2025-06-18T00:00:00,9397.532913933619,9708.748047825471,50671.08804450369,379.56043801285637,51050.648482516546
169,2025-06-19T00:00:00,9708.748047825471,3676.417003707873,46697.320521649955,908.8196008306032,47606.14012248056
170,2025-06-20T00:00:00,3676.417003707873,3440.027971420234,19765.304750488573,62.55192708068624,19827.85667756926
171,2025-06-21T00:00:00,3440.027971420234,9769.10868966126,22884.23422704797,4.344080062423927e-05,22884.23427048877
172,2025-06-22T00:00:00,9769.10868966126,9153.141296215355,45985.34310692106,4870.484869778906,50855.82797669996
173,2025-06-23T00:00:00,9153.141296215355,8918.303680062141,45534.41826741928,4459.841539002487,49994.25980642177
174,2025-06-24T00:00:00,8918.303680062141,8694.13643022681,44323.710741137256,43099.40161447645,87423.1123556137
175,2025-06-25T00:00:00,8694.13643022681,9007.642467350446,46600.484187024864,7909.199970527981,54509.684157552845
176,2025-06-26T00:00:00,9007.642467350446,2560.759055611038,43342.905358644275,2687.2540845704,46030.159443214674
177,2025-06-27T00:00:00,2560.759055611038,2447.2061541067796,17891.900159364584,2023.194096908358,19915.094256272943
178,2025-06-28T00:00:00,2447.2061541067796,8699.102485985008,21242.63249991175,400.78613066666713,21643.418630578417
179,2025-06-29T00:00:00,8699.102485985008,8959.341241753145,45333.15752235074,4431.748671789655,49764.90619414039
180,2025-06-30T00:00:00,8959.341241753145,8429.027905194143,44931.742787447714,5686.443019970395,50618.18580741811
181,2025-07-01T00:00:00,8429.027905194143,7288.936523283092,44543.91464229552,36217.25644107567,80761.17108337118
182,2025-07-02T00:00:00,7288.936523283092,7918.488186861922,49427.69466336439,13730.280102045508,63157.9747654099
183,2025-07-03T00:00:00,7918.488186861922,2068.5511962030973,48407.394586297596,9504.917535569064,57912.312121866664
184,2025-07-04T00:00:00,2068.5511962030973,3097.0722308625072,24253.854410140993,6779.1816198277975,31033.03602996879
185,2025-07-05T00:00:00,3097.0722308625072,8282.03034527464,26205.33537535677,5601.462164957473,31806.797540314245
186,2025-07-06T00:00:00,8282.03034527464,8316.751351241448,48464.84598162859,28195.964958815166,76660.81094044376
187,2025-07-07T00:00:00,8316.751351241448,8419.76305047051,50784.29639950127,3985.648818078461,54769.94521757973
188,2025-07-08T00:00:00,8419.76305047051,10524.403637197363,57862.76883124928,289.097717464413,58151.8665487137
189,2025-07-09T00:00:00,10524.403637197363,9053.128390796539,50145.535272314824,1310.0693550842755,51455.6046273991
190,2025-07-10T00:00:00,9053.128390796539,3365.301793451549,47816.83060505396,1951.7556801513754,49768.58628520534
191,2025-07-11T00:00:00,3365.301793451549,2449.0464083428146,23620.096204162124,4067.7252841249833,27687.821488287107
192,2025-07-12T00:00:00,2449.0464083428146,8553.32373244365,27519.958012371346,2251.1598632854602,29771.117875656804
193,2025-07-13T00:00:00,8553.32373244365,8728.832712663929,50031.69634411651,1917.9037121800945,51949.60005629661
194,2025-07-14T00:00:00,8728.832712663929,8686.91705161146,48104.90524187013,4746.824215430105,52851.72945730024
195,2025-07-15T00:00:00,8686.91705161146,10800.0,58389.31802788697,3.492487263656585e-05,58389.31806281184
196,2025-07-16T00:00:00,10800.0,9838.566166403525,52204.07180090781,641.7667668192922,52845.83856772711
197,2025-07-17T00:00:00,9838.566166403525,4730.11865106504,50180.78295640745,1043.1195926303099,51223.90254903776
198,2025-07-18T00:00:00,4730.11865106504,4120.422414039473,25631.95521558873,191.04403708581881,25822.99925267455
199,2025-07-19T00:00:00,4120.422414039473,9184.057262542665,28728.957892171635,68.814252617632,28797.772144789265
200,2025-07-20T00:00:00,9184.057262542665,9811.61994977038,50975.75972406677,1338.44633246738,52314.206056534145
201,2025-07-21T00:00:00,9811.61994977038,9605.83010454839,51685.17258863509,1183.622561804404,52868.795150439495
202,2025-07-22T00:00:00,9605.83010454839,9126.088219442707,50597.7853154343,2684.637444834065,53282.42276026837
203,2025-07-23T00:00:00,9126.088219442707,8860.74738127053,50516.69013947485,2172.9644303657815,52689.65456984063
204,2025-07-24T00:00:00,8860.74738127053,3833.5807972874713,47715.77514719263,4397.368550192048,52113.14369738468
205,2025-07-25T00:00:00,3833.5807972874713,2759.239636560743,23643.375241316462,2327.95579470991,25971.33103602637
206,2025-07-26T00:00:00,2759.239636560743,8816.780379980944,27581.789997880966,3.9935272411639744e-05,27581.790037816238
207,2025-07-27T00:00:00,8816.780379980944,9323.214553581167,49539.9713934106,8297.341762380285,57837.31315579088
208,2025-07-28T00:00:00,9323.214553581167,8588.927294693282,49568.72862022443,16840.08206373663,66408.81068396106
209,2025-07-29T00:00:00,8588.927294693282,8706.007586116357,49866.26133525244,6373.408012476304,56239.66934772875
210,2025-07-30T00:00:00,8706.007586116357,8537.59398700093,48122.44276796086,8614.225162341669,56736.66793030253
211,2025-07-31T00:00:00,8537.59398700093,2757.1696103858926,45246.08398812465,10745.541073883442,55991.62506200809
212,2025-08-01T00:00:00,2757.1696103858926,2275.276480183046,21524.332045131516,8912.40444790178,30436.736493033295
213,2025-08-02T00:00:00,2275.276480183046,8736.455073141602,26726.843284640196,864.1580355324968,27591.00132017269
214,2025-08-03T00:00:00,8736.455073141602,8299.232492383808,45249.11953900791,5577.322538708684,50826.442077716594
215,2025-08-04T00:00:00,8299.232492383808,8541.61961581257,44095.447857564795,5122.304816186102,49217.752673750896
216,2025-08-05T00:00:00,8541.61961581257,8294.371258794054,43580.98885013637,3504.8814227619105,47085.870272898275
217,2025-08-06T00:00:00,8294.371258794054,8146.196007730367,43455.05705076027,13227.003394070953,56682.06044483122
218,2025-08-07T00:00:00,8146.196007730367,2111.528730109817,41911.73954614643,4419.802790675449,46331.54233682188
219,2025-08-08T00:00:00,2111.528730109817,2093.7877417468976,21935.533682664107,3846.362375759973,25781.89605842408
220,2025-08-09T00:00:00,2093.7877417468976,7511.669633929447,24003.362222967975,5968.3419190503455,29971.70414201832
221,2025-08-10T00:00:00,7511.669633929447,8310.108547478736,43573.85162700854,7056.747191038057,50630.598818046594
222,2025-08-11T00:00:00,8310.108547478736,8126.453715679769,44054.35647310471,5489.237203788201,49543.59367689291
223,2025-08-12T00:00:00,8126.453715679769,8243.52808229033,42760.8175752299,19727.62525789585,62488.44283312575
224,2025-08-13T00:00:00,8243.52808229033,8712.631902448265,44154.43329110151,4401.91949667561,48556.35278777712
225,2025-08-14T00:00:00,8712.631902448265,2345.1815751810586,40480.92961606599,12070.52178968857,52551.45140575456
226,2025-08-15T00:00:00,2345.1815751810586,2068.7435455505633,21907.26525467932,4280.126375104321,26187.39162978364
227,2025-08-16T00:00:00,2068.7435455505633,7726.23971577871,24137.78437617301,5938.349831078265,30076.134207251278
228,2025-08-17T00:00:00,7726.23971577871,8179.413142526226,42400.901164667004,8011.004410413923,50411.90557508093
229,2025-08-18T00:00:00,8179.413142526226,7991.932818357346,42322.9484240231,9603.768130248933,51926.71655427203
230,2025-08-19T00:00:00,7991.932818357346,7881.780076928616,42475.18629224079,6738.903435757156,49214.08972799795
231,2025-08-20T00:00:00,7881.780076928616,7906.066725988722,42756.456413974534,38255.676445966885,81012.13285994143
232,2025-08-21T00:00:00,7906.066725988722,3079.252311621878,41940.12373088953,4146.338658585086,46086.46238947462
233,2025-08-22T00:00:00,3079.252311621878,2434.0363886405157,21353.741688798273,8947.689277709724,30301.430966507996
234,2025-08-23T00:00:00,2434.0363886405157,8323.38170556995,24811.148128273333,4208.574776127209,29019.722904400543
235,2025-08-24T00:00:00,8323.38170556995,8607.098077684406,43995.19455659983,9663.823917806129,53659.01847440596
236,2025-08-25T00:00:00,8607.098077684406,8170.86139274667,43393.62939439539,31136.67024262967,74530.29963702506
237,2025-08-26T00:00:00,8170.86139274667,8766.661111275067,44834.5200800202,4236.155624609676,49070.67570462987
238,2025-08-27T00:00:00,8766.661111275067,8469.351380541691,44182.26017044128,12750.073105957104,56932.333276398385
239,2025-08-28T00:00:00,8469.351380541691,3031.6480713298324,42074.34031010096,25465.107979600325,67539.44828970128
240,2025-08-29T00:00:00,3031.6480713298324,2906.275954282724,22782.143572613524,4510.668422103321,27292.811994716845
241,2025-08-30T00:00:00,2906.275954282724,8260.719935546173,25521.983449528863,3098.1913665174525,28620.174816046318
242,2025-08-31T00:00:00,8260.719935546173,8883.879612964236,44738.55861333037,7293.106541202442,52031.66515453281
243,2025-09-01T00:00:00,8883.879612964236,10800.0,44587.058171261946,3.091437076818693e-05,44587.05820217632
244,2025-09-02T00:00:00,10800.0,9611.627652441399,36930.76898250669,8776.448157765823,45707.217140272514
245,2025-09-03T00:00:00,9611.627652441399,8273.426598388913,36185.1202676317,6531.431860239799,42716.552127871495
246,2025-09-04T00:00:00,8273.426598388913,3699.510995158746,34879.24101095464,6750.795925406392,41630.03693636103
247,2025-09-05T00:00:00,3699.510995158746,2548.469913507619,16148.328600449975,3093.4920117611136,19241.82061221109
248,2025-09-06T00:00:00,2548.469913507619,8092.667701137945,19174.647581065234,4552.940558470547,23727.58813953578
249,2025-09-07T00:00:00,8092.667701137945,7251.891433076358,35335.506024209506,13541.957111723044,48877.46313593255
250,2025-09-08T00:00:00,7251.891433076358,5819.892580872196,29375.030654043803,61498.53051388716,90873.56116793097
251,2025-09-09T00:00:00,5819.892580872196,7568.1318962515,35528.002363033156,13362.582492348247,48890.5848553814
252,2025-09-10T00:00:00,7568.1318962515,7789.733335060532,34672.60772957056,47993.98657250835,82666.59430207891
253,2025-09-11T00:00:00,7789.733335060532,3168.635017309185,33283.4818872823,11212.588515257055,44496.07040253936
254,2025-09-12T00:00:00,3168.635017309185,2286.0763072884956,14598.208426961179,11308.698977191318,25906.907404152495
255,2025-09-13T00:00:00,2286.0763072884956,8349.486353010665,18868.59875205876,7139.857630800487,26008.456382859244
256,2025-09-14T00:00:00,8349.486353010665,7613.235898213691,35463.574330594,32679.41651702797,68142.99084762197
257,2025-09-15T00:00:00,7613.235898213691,6751.228358532483,29738.590931291674,40595.48546346231,70334.07639475398
258,2025-09-16T00:00:00,6751.228358532483,7085.6229382713755,33187.74851095496,42064.73137199058,75252.47988294554
259,2025-09-17T00:00:00,7085.6229382713755,7717.961088271811,34020.618671186276,42660.06485831578,76680.68352950206
260,2025-09-18T00:00:00,7717.961088271811,2964.931181131017,31347.327578909386,39226.78911493006,70574.11669383945
261,2025-09-19T00:00:00,2964.931181131017,2708.608300033945,14063.706014675015,16604.434568503562,30668.140583178578
262,2025-09-20T00:00:00,2708.608300033945,8043.420679391056,17016.17101618056,16025.287005619863,33041.45802180043
263,2025-09-21T00:00:00,8043.420679391056,8576.524215418614,36480.95299036907,15041.98658412921,51522.93957449828
264,2025-09-22T00:00:00,8576.524215418614,8249.255683053749,37171.230194401665,15324.897529230155,52496.12772363182
265,2025-09-23T00:00:00,8249.255683053749,8560.26787928,38537.110239636066,20327.060487067276,58864.17072670334
266,2025-09-24T00:00:00,8560.26787928,8425.238517632271,38776.99750657183,8703.16129741657,47480.1588039884
267,2025-09-25T00:00:00,8425.238517632271,3925.415915505313,36420.517418452655,10232.558914824633,46653.07633327729
268,2025-09-26T00:00:00,3925.415915505313,3606.5696465865594,15896.256833440608,6235.423603184108,22131.680436624716
269,2025-09-27T00:00:00,3606.5696465865594,8093.716122608761,18589.03061824888,10624.691508452715,29213.722126701592
270,2025-09-28T00:00:00,8093.716122608761,8454.953250285202,39792.93649495968,18034.802051915896,57827.738546875575
271,2025-09-29T00:00:00,8454.953250285202,8385.293020739278,41424.51788016346,4162.331369839311,45586.84925000277
272,2025-09-30T00:00:00,8385.293020739278,8417.376908730654,41200.16042000558,16500.47604819301,57700.63646819859
273,2025-10-01T00:00:00,8417.376908730654,9780.08017883438,41045.69473175549,207.73367430540432,41253.42840606089
274,2025-10-02T00:00:00,9780.08017883438,6205.79610575971,39158.790048237846,133.31621216823476,39292.10626040608
275,2025-10-03T00:00:00,6205.79610575971,4752.389530012768,14209.397951138877,3084.176909662683,17293.57486080156
276,2025-10-04T00:00:00,4752.389530012768,9090.308022529509,17477.580948157298,4151.769778859068,21629.350727016365
277,2025-10-05T00:00:00,9090.308022529509,9271.907329569329,36400.61326663572,2919.8553996231376,39320.46866625886
278,2025-10-06T00:00:00,9271.907329569329,8916.741055915536,37614.5263783186,3101.9176913448264,40716.44406966343
279,2025-10-07T00:00:00,8916.741055915536,9222.772306614726,37714.48828116713,5330.902730200897,43045.391011368025
280,2025-10-08T00:00:00,9222.772306614726,8261.626979668692,33294.85578706122,19090.520193630684,52385.375980691904
281,2025-10-09T00:00:00,8261.626979668692,4256.558482780557,33278.607976334846,10320.075261069927,43598.68323740477
