branch,position,delivery_start,delivery_end,q0,a_final,ell,pv,price,c,s,g,w,E_before,E_after,soc_before_pct,soc_after_pct,R,plan_time,version_id,published,normal,adjustment,emergency,total,adjust_up_kwh,adjust_down_kwh
Q42/M0_P1,11296,2025-03-20 10:40:00,2025-03-20 10:50:00,0,0,1058.72266666667,1242.55923333333,0.7628,183.836566666667,0,0,0,1593.41950617952,1758.87241617952,13.2784958848294,14.6572701348294,,,M0_P1_78,11232,0,0,0,0,0,0
Q42/M0_P1,11297,2025-03-20 10:50:00,2025-03-20 11:00:00,704.846905828913,704.846905828913,1046.65,1210.5,0.544,833.333333333333,0,0,35.3635724955793,1758.87241617952,2508.87241617952,14.6572701348294,20.9072701348294,,,M0_P1_78,11232,383.436716770929,0,0,383.436716770929,0,0
Q42/M0_P1,11298,2025-03-20 11:00:00,2025-03-20 11:10:00,702.277836846116,702.277836846116,1060.3406,1170.27798333333,0.5346,812.21522017945,0,0,0,2508.87241617952,3239.86611434103,20.9072701348294,26.9988842861752,,,M0_P1_78,11232,375.437731577934,0,0,375.437731577934,0,0
Q42/M0_P1,11299,2025-03-20 11:10:00,2025-03-20 11:20:00,681.854469676618,681.854469676618,1065.63955,1175.4807,0.5872,791.695619676618,0,0,0,3239.86611434103,3952.39217204998,26.9988842861752,32.9366014337499,,,M0_P1_78,11232,400.38494459411,0,0,400.38494459411,0,0
Q42/M0_P1,11300,2025-03-20 11:20:00,2025-03-20 11:30:00,655.4824835125,655.4824835125,1060.01666666667,1219.59375,0.577,815.059566845833,0,0,0,3952.39217204998,4685.94578221123,32.9366014337499,39.0495481850936,,,M0_P1_78,11232,378.213392986713,0,0,378.213392986713,0,0
Q42/M0_P1,11301,2025-03-20 11:30:00,2025-03-20 11:40:00,661.893171631831,661.893171631831,1070.67126666667,1250.93888333333,0.5241,833.333333333333,0,0,8.82745496516441,4685.94578221123,5435.94578221123,39.0495481850936,45.2995481850936,,,M0_P1_78,11232,346.898211252243,0,0,346.898211252243,0,0
Q42/M0_P1,11302,2025-03-20 11:40:00,2025-03-20 11:50:00,649.325471349221,649.325471349221,1063.27026666667,1272.50538333333,0.5111,833.333333333333,0,0,25.2272546825541,5435.94578221123,6185.94578221123,45.2995481850936,51.5495481850936,,,M0_P1_78,11232,331.870248406587,0,0,331.870248406587,0,0
Q42/M0_P1,11303,2025-03-20 11:50:00,2025-03-20 12:00:00,603.491760022119,603.491760022119,1028.05333333333,1303.075,0.5158,833.333333333333,0,0,45.1800933554524,6185.94578221123,6935.94578221123,51.5495481850936,57.7995481850936,,,M0_P1_78,11232,311.281049819409,0,0,311.281049819409,0,0
Q42/M0_P1,11304,2025-03-20 12:00:00,2025-03-20 12:10:00,580.612324343403,580.612324343403,993.135266666667,1347.15658333333,0.4519,833.333333333333,0,0,101.300307676736,6935.94578221123,7685.94578221123,57.7995481850936,64.0495481850936,,,M0_P1_78,11232,262.378709370784,0,0,262.378709370784,0,0
Q42/M0_P1,11305,2025-03-20 12:10:00,2025-03-20 12:20:00,574.188848484165,574.188848484165,975.87165,1348.42845,0.4435,833.333333333333,0,0,113.412315150831,7685.94578221123,8435.94578221123,64.0495481850936,70.2995481850936,,,M0_P1_78,11232,254.652754302727,0,0,254.652754302727,0,0
Q42/M0_P1,11306,2025-03-20 12:20:00,2025-03-20 12:30:00,574.288345434812,574.288345434812,980.61,1284.89375,0.4915,833.333333333333,0,0,45.2387621014791,8435.94578221123,9185.94578221123,70.2995481850936,76.5495481850936,,,M0_P1_78,11232,282.26272178121,0,0,282.26272178121,0,0
Q42/M0_P1,11307,2025-03-20 12:30:00,2025-03-20 12:40:00,603.989071748479,603.989071748479,1001.04656666667,1200.876,0.4972,803.818505081813,0,0,0,9185.94578221123,9909.38243678487,76.5495481850936,82.5781869732072,,,M0_P1_78,11232,300.303366473344,0,0,300.303366473344,0,0
Q42/M0_P1,11308,2025-03-20 12:40:00,2025-03-20 12:50:00,387.650001137503,387.650001137503,1028.05913333333,1201.15736666667,0.6604,560.748234470837,0,0,0,9909.38243678487,10414.0558478086,82.5781869732072,86.7837987317385,,,M0_P1_78,11232,256.004060751207,0,0,256.004060751207,0,0
Q42/M0_P1,11309,2025-03-20 12:50:00,2025-03-20 13:00:00,0,0,1058.56333333333,1254.3,0.9001,195.736666666667,0,0,0,10414.0558478086,10590.2188478086,86.7837987317385,88.2518237317385,,,M0_P1_78,11232,0,0,0,0,0,0
Q42/M0_P1,11310,2025-03-20 13:00:00,2025-03-20 13:10:00,0,0,1085.1036,1223.17916666667,0.9125,138.075566666667,0,0,0,10590.2188478086,10714.4868578086,88.2518237317385,89.2873904817385,,,M0_P1_78,11232,0,0,0,0,0,0
Q42/M0_P1,11311,2025-03-20 13:10:00,2025-03-20 13:20:00,0,0,1059.80525,1150.10563333333,0.919,90.3003833333332,0,0,0,10714.4868578086,10795.7572028086,89.2873904817385,89.9646433567385,,,M0_P1_78,11232,0,0,0,0,0,0
Q42/M0_P1,11312,2025-03-20 13:20:00,2025-03-20 13:30:00,0,0,1006.55,1101.66875,0.9817,4.71421910153165,0,0,90.4045308984683,10795.7572028086,10800,89.9646433567385,90,,,M0_P1_78,11232,0,0,0,0,0,0
Q42/M0_P1,11313,2025-03-20 13:30:00,2025-03-20 13:40:00,0,0,1004.8308,1107.02991666667,0.9361,0,0,0,102.199116666667,10800,10800,90,90,,,M0_P1_78,11232,0,0,0,0,0,0
Q42/M0_P1,11314,2025-03-20 13:40:00,2025-03-20 13:50:00,0,0,1029.63021666667,1134.42295,0.8829,0,0,0,104.792733333333,10800,10800,90,90,,,M0_P1_78,11232,0,0,0,0,0,0
Q42/M0_P1,11315,2025-03-20 13:50:00,2025-03-20 14:00:00,0,0,1046.67,1133.325,0.8924,0,0,0,86.6549999999999,10800,10800,90,90,,,M0_P1_78,11232,0,0,0,0,0,0
Q42/M0_P1,11316,2025-03-20 14:00:00,2025-03-20 14:10:00,0,0,1047.24705,1075.60228333333,0.9351,0,0,0,28.3552333333334,10800,10800,90,90,,,M0_P1_78,11232,0,0,0,0,0,0
Q42/M0_P1,11317,2025-03-20 14:10:00,2025-03-20 14:20:00,0,0,1052.48533333333,1033.93143333333,0.9817,0,18.5539,0,0,10800,10779.3845555556,90,89.8282046296296,,,M0_P1_78,11232,0,0,0,0,0,0
Q42/M0_P1,11318,2025-03-20 14:20:00,2025-03-20 14:30:00,0,0,1058.79833333333,1019.28125,1.0267,0,39.5170833333333,0,0,10779.3845555556,10735.4766851852,89.8282046296296,89.4623057098765,,,M0_P1_78,11232,0,0,0,0,0,0
Q42/M0_P1,11319,2025-03-20 14:30:00,2025-03-20 14:40:00,0,0,1043.23688333333,972.9436,1.0547,0,70.2932833333333,0,0,10735.4766851852,10657.373037037,89.4623057098765,88.8114419753086,,,M0_P1_78,11232,0,0,0,0,0,0
Q42/M0_P1,11320,2025-03-20 14:40:00,2025-03-20 14:50:00,0,0,1031.68576666667,905.32725,0.9267,0,126.358516666667,0,0,10657.373037037,10516.9746851852,88.8114419753086,87.6414557098765,,,M0_P1_78,11232,0,0,0,0,0,0
Q42/M0_P1,11321,2025-03-20 14:50:00,2025-03-20 15:00:00,755.088906279675,755.088906279675,1026.10666666667,845.4625,0.7137,314.472572016461,0,0,259.972167596547,10516.9746851852,10800,87.6414557098765,90,,,M0_P1_78,11232,538.906952411804,0,0,538.906952411804,0,0
Q42/M0_P1,11322,2025-03-20 15:00:00,2025-03-20 15:10:00,232.884967430638,232.884967430638,1006.56098333333,809.242416666667,0.6525,0,0,0,35.5664007639718,10800,10800,90,90,,,M0_P1_78,11232,151.957441248492,0,0,151.957441248492,0,0
Q42/M0_P1,11323,2025-03-20 15:10:00,2025-03-20 15:20:00,267.133586336684,267.133586336684,1009.11315,760.306383333333,0.6799,0,0,0,18.3268196700172,10800,10800,90,90,,,M0_P1_78,11232,181.624125350311,0,0,181.624125350311,0,0
Q42/M0_P1,11324,2025-03-20 15:20:00,2025-03-20 15:30:00,313.834963727042,313.834963727042,1031.28,691.1375,0.7301,0,26.3075362729585,0,0,10800,10770.7694041412,90,89.7564117011763,,,M0_P1_78,11232,229.130907017113,0,0,229.130907017113,0,0
Q42/M0_P1,11325,2025-03-20 15:30:00,2025-03-20 15:40:00,376.307743660834,376.307743660834,1032.56201666667,629.77975,0.805,0,26.4745230058324,0,0,10770.7694041412,10741.353267468,89.7564117011763,89.5112772289001,,,M0_P1_78,11232,302.927733646971,0,0,302.927733646971,0,0
Q42/M0_P1,11326,2025-03-20 15:40:00,2025-03-20 15:50:00,416.140348761791,416.140348761791,1031.02293333333,578.570483333333,0.8788,0,36.3121012382093,0,0,10741.353267468,10701.0064883144,89.5112772289001,89.175054069287,,,M0_P1_78,11232,365.704138491862,0,0,365.704138491862,0,0
Q42/M0_P1,11327,2025-03-20 15:50:00,2025-03-20 16:00:00,441.530632367798,441.530632367798,1033.36166666667,526.0375,0.9089,0,65.7935342988684,0,0,10701.0064883144,10627.9025613157,89.175054069287,88.5658546776308,,,M0_P1_78,11232,401.307191759092,0,0,401.307191759092,0,0
Q42/M0_P1,11328,2025-03-20 16:00:00,2025-03-20 16:10:00,501.933372972354,501.933372972354,1025.56238333333,463.300833333333,0.8767,0,60.3281770276459,0,0,10627.9025613157,10560.8712535072,88.5658546776308,88.0072604458934,,,M0_P1_78,11232,440.044988084863,0,0,440.044988084863,0,0
Q42/M0_P1,11329,2025-03-20 16:10:00,2025-03-20 16:20:00,569.003380721033,569.003380721033,1016.95986666667,417.89265,0.8888,0,30.0638359456339,0,0,10560.8712535072,10527.4669913454,88.0072604458934,87.7288915945449,,,M0_P1_78,11232,505.730204784854,0,0,505.730204784854,0,0
