status,policy,day,segments,plans,initial_SOC,final_SOC,max_physical_residual,normal,adjustment,emergency,total,c,s,g,w,date
PASS,C0,8,144,24,8810.83200685185,8683.098983703705,9.094947017729282e-13,60877.06677040726,0.0,5894.787702586932,66771.8544729942,24316.61505658437,19811.41791666667,1468.7667638888852,789.3957519547284,2025-01-09
PASS,C1,8,144,24,8810.83200685185,8683.098983703705,9.094947017729282e-13,60877.06677040726,0.0,6469.087261493527,67346.15403190079,24153.800889917704,19679.53844166667,1600.6462388888847,952.2099186213959,2025-01-09
PASS,C2,8,144,24,8810.824198209873,8683.09355160494,9.094947017729282e-13,62062.61531183194,772.4061690964431,3209.013052243283,66044.03453317167,24420.87789358711,19895.86867575,891.0681223055524,1545.6138889574745,2025-01-09
PASS,C0,9,144,24,8683.098983703705,8751.245344814817,9.094947017729282e-13,28720.500611402593,0.0,2422.2936571869104,31142.794268589503,19989.65880733882,16130.291908944446,553.3992271666656,5712.076283607684,2025-01-10
PASS,C1,9,144,24,8683.098983703705,8751.272252222223,9.094947017729282e-13,28720.500611402593,0.0,4768.845800049411,33489.346411452,19413.50921886145,15663.586525611112,1020.104610499999,6288.225872085052,2025-01-10
PASS,C2,9,144,24,8683.09355160494,8736.435826296298,8.966161146872764e-13,25431.40551702676,1651.1672165817909,7194.624715404297,34277.19744901285,20824.63865960219,16819.949267055552,1545.053060853565,912.8094711934184,2025-01-10
PASS,C0,10,144,24,8751.245344814817,8677.832256296295,9.094947017729282e-13,25429.459090564495,0.0,3101.0078607181263,28530.466951282622,20869.80925877914,16970.61727927778,826.8139939046597,777.1040219821755,2025-01-11
PASS,C1,10,144,24,8751.272252222223,8677.832256296295,9.094947017729282e-13,25429.4463902682,0.0,3470.6911298547993,28900.137520123,20771.80056879286,16891.25445705556,906.1768161268833,875.0828148491184,2025-01-11
PASS,C2,10,144,24,8736.435826296298,8677.832256296295,8.86402062860725e-13,25436.99247957168,258.2096091998317,2831.9393063834223,28527.141395154937,20864.223319410143,16952.76410172222,725.554830666667,523.0297319958854,2025-01-11
PASS,C0,11,144,24,8677.832256296295,8764.07240351852,9.094947017729282e-13,62671.67028414787,0.0,4010.4274418771015,66682.09772602498,24632.87327962963,19875.011224000005,902.5122398888848,3035.274060596707,2025-01-12
PASS,C1,11,144,24,8677.832256296295,8764.074064012348,9.094947017729282e-13,62671.67028414787,0.0,6414.4349273402695,69086.10521148815,24003.10608532236,19364.89830216667,1412.6251617222188,3665.0412549039797,2025-01-12
PASS,C2,11,144,24,8677.832256296295,8764.07240351852,9.094947017729282e-13,62394.84103594432,2098.489129031354,2174.641153393641,66667.97131836932,24073.76000099452,19422.12946830556,530.8486038137804,1914.6643907407413,2025-01-12
PASS,C0,12,144,24,8764.07240351852,8589.27115314815,9.094947017729282e-13,61535.80771386732,0.0,2442.685259210002,63978.492973077315,24094.474887791497,19673.845784444446,588.0593933333341,4079.6430055212613,2025-01-13
PASS,C1,12,144,24,8764.074064012348,8589.27115314815,8.597567102697212e-13,61535.80693011423,0.0,3121.222247868332,64657.029177982564,23927.20771358025,19538.360867777777,723.5443100000001,4246.908334739366,2025-01-13
PASS,C2,12,144,24,8764.07240351852,8589.27115314815,9.094947017729282e-13,59164.16818016382,1185.8197668517475,3741.420464768787,64091.40841178435,24281.036545130315,19824.96072688889,871.1881054722248,1163.250860973939,2025-01-13
PASS,C0,13,144,24,8589.27115314815,8414.542087592592,9.094947017729282e-13,60367.37820356123,0.0,3519.7115877337324,63887.089791294966,24818.096659876544,20259.914453500005,981.095418722218,1723.503394341562,2025-01-14
PASS,C1,13,144,24,8589.27115314815,8414.542087592592,9.094947017729282e-13,60367.37820356123,0.0,4556.89852859763,64924.27673215886,24561.80619348423,20052.319175722227,1188.6906964999976,1979.793860733877,2025-01-14
PASS,C2,13,144,24,8589.27115314815,8414.542087592592,9.094947017729282e-13,60003.939571005845,232.1128974895621,4823.509308536519,65059.56177703192,24574.381947942387,20062.505536833338,1246.2893353888865,1475.1232091968445,2025-01-14
PASS,C0,14,144,24,8414.542087592592,8495.511769259261,9.094947017729282e-13,57876.10236125383,0.0,19184.843137467964,77060.94549872179,23668.268880246913,19098.4250795,4233.491571597395,1051.7648724279854,2025-01-15
PASS,C1,14,144,24,8414.542087592592,8505.408880370373,9.094947017729282e-13,57876.10236125383,0.0,21511.887923264152,79387.99028451797,22955.86873302469,18512.47356025,4819.443090847393,1764.1650196502064,2025-01-15
PASS,C2,14,144,24,8414.542087592592,8527.252747314817,8.988365607365267e-13,60227.755327143284,1202.8836434305622,7626.42127154984,69057.06024212368,25003.05310432099,20151.033420750002,1748.0934008333315,1515.7186483539103,2025-01-15
PASS,C0,15,144,24,8495.511769259261,8556.246872962965,9.094947017729282e-13,57717.587424847545,0.0,15365.606310554816,73083.19373540235,23490.711534945127,18972.81474997222,3211.412450027777,566.3759000000019,2025-01-16
PASS,C1,15,144,24,8505.408880370373,8556.246872962965,8.952838470577262e-13,57712.892895143836,0.0,15049.033669348288,72761.92656449213,23458.54047259945,18955.663589472224,3228.5636105277777,587.5501722222232,2025-01-16
PASS,C2,15,144,24,8527.252747314817,8573.534075000003,8.952838470577262e-13,59530.046918860004,943.4563461625735,5569.134990464639,66042.63825548721,24753.422720336068,20008.619208555552,1199.2765940833383,721.7831850823105,2025-01-16
PASS,C0,16,144,24,8556.246872962965,8472.09887104938,9.094947017729282e-13,24919.268586223985,0.0,1864.371892232347,26783.64047845633,20131.625032853226,16382.349478333337,586.060154999995,1745.3464805212625,2025-01-17
PASS,C1,16,144,24,8556.246872962965,8472.09887104938,9.094947017729282e-13,24919.268586223985,0.0,1937.2740613823469,26856.542647606333,20116.048263305904,16369.732295000003,598.6773383333283,1760.9232500685869,2025-01-17
PASS,C2,16,144,24,8573.534075000003,8471.852948209875,9.094947017729282e-13,24334.69212145432,288.20845270409075,2112.3416108536776,26735.242185012088,20307.765823148155,16540.80333086112,641.7500981666606,800.0641932098683,2025-01-17
PASS,C0,17,144,24,8472.09887104938,8727.243619814815,8.952838470577262e-13,26339.128387286124,0.0,3011.263236951638,29350.391624237764,20376.176210631005,16275.072456722222,818.3159099444433,4334.282989197532,2025-01-18
PASS,C1,17,144,24,8472.09887104938,8727.243619814815,8.952838470577262e-13,26339.128387286124,0.0,3158.8818604919206,29498.010247778046,20339.044115294928,16244.9954595,848.3929071666668,4371.41508453361,2025-01-18
PASS,C2,17,144,24,8471.852948209875,8715.881712407408,9.094947017729282e-13,24484.65043446136,1036.5764510617323,4402.702285635578,29923.92917115867,20165.715187894384,16114.60341441667,1133.9249271111094,890.3417023662541,2025-01-18
PASS,C0,18,144,24,8727.243619814815,8565.556425,9.094947017729282e-13,56679.79013082361,0.0,18391.820815118223,75071.61094594184,23588.15399917696,19251.92321466667,3969.569763111111,643.2954253086377,2025-01-19
PASS,C1,18,144,24,8727.243619814815,8624.787536111113,9.094947017729282e-13,56679.79013082361,0.0,20089.898163301532,76769.68829412514,23135.126649176964,18831.66306116667,4389.829916611109,1096.3227753086358,2025-01-19
PASS,C2,18,144,24,8715.881712407408,8624.787536111113,9.094947017729282e-13,59641.91083652053,1478.3931371403135,5252.130544726001,66372.43451838684,25144.278858573394,20448.850634111113,1188.5655636666665,1540.4285281550035,2025-01-19
PASS,C0,19,144,24,8565.556425,8740.689821851855,9.094947017729282e-13,57961.886433013555,0.0,12569.09805946552,70530.98449247908,23760.84993816873,19088.66839275,2837.136843916664,1239.5846590534943,2025-01-20
PASS,C1,19,144,24,8624.787536111113,8740.689821851855,9.094947017729282e-13,57933.92934856911,0.0,11552.558497177328,69486.48784574644,23952.42661358025,19297.153499833337,2628.6517368333302,982.1956379629585,2025-01-20
PASS,C2,19,144,24,8624.787536111113,8740.689821851855,9.094947017729282e-13,59070.925415509846,687.7012066592551,4868.32374717983,64626.95036934893,24939.054518724282,20096.322103000002,1192.8178414444424,1012.7872173868275,2025-01-20
PASS,C0,20,144,24,8740.689821851855,8903.862415370371,8.739675649849232e-13,58046.08809581271,0.0,2333.2062809045456,60379.294376717255,23532.072085665295,18914.123055222226,621.0049086666625,4184.888868964336,2025-01-21
PASS,C1,20,144,24,8740.689821851855,8903.862415370371,9.094947017729282e-13,58046.08809581271,0.0,2380.06766791287,60426.155763725576,23520.47469883402,18904.729171888896,630.3987919999942,4196.48625579561,2025-01-21
PASS,C2,20,144,24,8740.689821851855,8903.862415370371,8.739675649849232e-13,56843.1216797071,718.8683925761355,2626.902100393266,60188.892172676504,23983.100363854595,19279.45596055556,694.0534449999953,2440.105226097396,2025-01-21
PASS,C0,21,144,24,8903.862415370371,8462.068618848836,9.094947017729282e-13,59705.78180128398,0.0,4967.877015043072,64673.65881632705,24740.058434940045,20437.061749170818,1075.9858618123733,1856.8084134791145,2025-01-22
PASS,C1,21,144,24,8903.862415370371,8462.068618848836,9.094947017729282e-13,59705.78180128398,0.0,4616.52350022608,64322.30530151006,24808.703818524886,20492.66450987454,1020.3831011086518,1788.1630298942741,2025-01-22
PASS,C2,21,144,24,8903.862415370371,8462.068618848836,9.094947017729282e-13,59432.19874267837,454.07907973430787,3580.8499402926263,63467.1277627053,24754.30954238964,20448.605146204987,809.471308765042,1135.3577868690654,2025-01-22
PASS,C0,22,144,24,8462.068618848836,8631.523422869517,9.094947017729282e-13,57571.00081075949,0.0,16994.864146648953,74565.86495740844,23585.038855822182,18951.37214959736,3612.837132560267,432.7251884169601,2025-01-23
PASS,C1,22,144,24,8462.068618848836,8631.523422869517,9.094947017729282e-13,57571.00081075949,0.0,16897.83142604481,74468.8322368043,23543.207560872128,18917.488800687817,3646.7204814698075,474.5564833670148,2025-01-23
PASS,C2,22,144,24,8462.068618848836,8667.252941314686,9.094947017729282e-13,60092.7572556374,1296.8000533428424,3682.4710778543854,65072.02838683463,24960.95256594353,20033.705688195005,854.8407508427898,504.28588640436294,2025-01-23
PASS,C0,23,144,24,8631.523422869517,8476.978553701601,8.526512829121202e-13,21598.949960331287,0.0,9530.930555200091,31129.88051553138,19702.62586707533,16098.21733458214,2169.4142690708663,136.67958574742875,2025-01-24
PASS,C1,23,144,24,8631.523422869517,8476.978553701601,8.526512829121202e-13,21598.949960331287,0.0,8525.778139390264,30124.728099721553,19702.62586707533,16098.217334582137,2169.4142690708677,136.67958574742875,2025-01-24
PASS,C2,23,144,24,8667.252941314686,8774.829514422356,8.526512829121202e-13,22590.161231729293,504.0378020520626,3397.1155573580145,26491.31459113937,20989.198219548332,16904.43164203724,1052.4192887027618,476.04296722230185,2025-01-24
PASS,C0,24,144,24,8476.978553701601,8747.807230113005,9.094947017729282e-13,21726.428390551402,0.0,3632.643716031172,25359.072106582575,20859.68251905608,16652.597031665155,827.4629514514814,76.45894547036733,2025-01-25
PASS,C1,24,144,24,8476.978553701601,8753.03963345625,9.094947017729282e-13,21726.428390551402,0.0,11618.14972436426,33344.57811491566,18244.903275235345,14529.916681161447,2950.1433019551905,2691.2381892911026,2025-01-25
PASS,C2,24,144,24,8774.829514422356,8753.353772345137,9.094947017729282e-13,22081.064024602092,247.6958354427926,2305.3409928233864,24634.100852868272,20683.91313269876,16773.297805355487,539.8486389350782,559.5954567005424,2025-01-25
PASS,C0,25,144,24,8747.807230113005,8627.733015241029,8.988365607365267e-13,61266.34514299606,0.0,3528.9317855891863,64795.27692858525,24010.814239045078,19556.826327011288,924.2426699643371,5450.846864104948,2025-01-26
PASS,C1,25,144,24,8753.03963345625,8627.733015241029,8.988365607365267e-13,61263.87544861805,0.0,3719.4934478846467,64983.368896502696,23959.78905308192,19520.205089390052,960.8639075855743,5496.058268575609,2025-01-26
PASS,C2,25,144,24,8753.353772345137,8627.733015241029,8.988365607365267e-13,58299.05893582734,1554.3298573353545,3412.216333591592,63265.605126754286,24534.221591772963,19985.778170729795,894.3245075855745,919.8510185975878,2025-01-26
PASS,C0,26,144,24,8627.733015241029,8514.892327175276,8.597567102697212e-13,54811.82181596519,0.0,9955.116984870096,64766.93880083528,22218.623330834227,18098.6415172349,2293.4793130788385,967.0771236076494,2025-01-27
PASS,C1,26,144,24,8627.733015241029,8514.892327175276,9.094947017729282e-13,54811.82181596519,0.0,8391.012173721314,63202.8339896865,22568.913061595547,18382.37619915157,2009.7446311621686,616.7873928463295,2025-01-27
PASS,C2,26,144,24,8627.733015241029,8514.892327175276,9.094947017729282e-13,56303.82688373476,767.2958850064499,2753.7182720554792,59824.84104079668,23203.609810006194,18896.480565364192,705.8409047367493,1134.3864899464998,2025-01-27
PASS,C0,27,144,24,8514.892327175276,8595.081077282157,9.094947017729282e-13,57718.329798322506,0.0,6912.413341243457,64630.74313956596,25154.36053178001,20302.86215564562,1589.6428455474618,1859.5508442870405,2025-01-28
PASS,C1,27,144,24,8514.892327175276,8595.081077282157,9.094947017729282e-13,57718.329798322506,0.0,5712.997535973349,63431.32733429585,25463.04196983915,20552.89412047352,1339.6108807195615,1550.8694062279035,2025-01-28
PASS,C2,27,144,24,8514.892327175276,8615.347521631567,9.094947017729282e-13,57017.75579199715,647.6039007670379,7386.459828712834,65051.81952147702,24826.077652339467,20018.713223384308,1736.3336137658575,506.4281713779751,2025-01-28
PASS,C0,28,144,24,8595.081077282157,9035.845670905946,9.094947017729282e-13,53352.71368271453,0.0,7674.517218448887,61027.23090116342,23189.285998596344,18386.633524601628,1707.5956438791209,1312.296670655468,2025-01-29
PASS,C1,28,144,24,8595.081077282157,9035.845670905946,9.094947017729282e-13,53352.71368271453,0.0,11021.23973983941,64373.95342255394,22217.595979951122,17599.564609498997,2494.6645589817513,2283.986689300693,2025-01-29
PASS,C2,28,144,24,8615.347521631567,9035.845670905946,9.094947017729282e-13,54071.9170196091,532.3191717310746,4176.814478122475,58781.050669462646,23105.114675280693,18336.694552630415,966.3949821269739,1383.8779084843447,2025-01-29
PASS,C0,29,144,24,9035.845670905946,8616.107538169512,9.094947017729282e-13,53484.836026483536,0.0,14664.927898684853,68149.76392516839,22032.34589294338,18223.964492746934,3171.700566140336,671.0048863336145,2025-01-30
PASS,C1,29,144,24,9035.845670905946,8618.985012752662,9.094947017729282e-13,53484.836026483536,0.0,16078.441869048866,69563.2778955324,21550.24131881767,17830.870060580273,3564.7949983069984,1153.1094604593252,2025-01-30
PASS,C2,29,144,24,9035.845670905946,8618.985012752662,9.094947017729282e-13,55980.208215026614,1247.7337275365408,3877.585200575063,61105.52714313822,23509.26137380468,19417.67630511975,833.03871364448,1593.071555304939,2025-01-30
PASS,C0,30,144,24,8616.107538169512,8542.429257598913,9.094947017729282e-13,20554.137168904945,0.0,11595.067000060399,32149.20416896534,19155.214610940355,15582.034287375225,2381.533515022734,113.61180923045072,2025-01-31
PASS,C1,30,144,24,8618.985012752662,8826.378928975157,9.094947017729282e-13,20552.779000901697,0.0,14202.581794729056,34755.36079563075,18006.378215565957,14398.511830008178,3565.0559723897813,1259.2510106235695,2025-01-31
PASS,C2,30,144,24,8618.985012752662,8826.378928975157,9.094947017729282e-13,21623.30222875314,535.2616139257209,4375.849353234578,26534.413195913436,20719.765809839,16596.355781369344,1052.659114347985,323.5796204722088,2025-01-31
PASS,C0,31,144,24,8542.429257598913,8964.428521836126,8.704148513061227e-13,22137.91362714148,0.0,498.5467851666391,22636.46041230812,19807.069228761135,15663.926737483029,86.37746259571044,3875.547935191233,2025-02-01
PASS,C1,31,144,24,8826.378928975157,8964.428521836126,8.704148513061227e-13,22003.925146054327,0.0,559.5121295916398,22563.437275645967,19477.41459389864,15652.461187483028,97.84301259571058,3889.7029351912342,2025-02-01
PASS,C2,31,144,24,8826.378928975157,8962.553821218842,8.704148513061227e-13,21109.064580124552,447.4302829648874,682.0819803259017,22238.576843415343,19477.41459389864,15654.148418038583,131.38703304843685,2565.3873548846645,2025-02-01
PASS,C0,32,144,24,8964.428521836126,8979.659175642184,9.094947017729282e-13,54975.95270360753,0.0,983.6997058073312,55959.652409414855,22687.13826012797,18362.874402278198,200.45447266889414,5265.809578576477,2025-02-02
PASS,C1,32,144,24,8964.428521836126,8979.659175642184,9.094947017729282e-13,54975.95270360753,0.0,792.7843672971188,55768.737070904644,22728.837753388987,18396.650991819624,166.67788312746788,5224.110085315458,2025-02-02
PASS,C2,32,144,24,8962.553821218842,8979.659175642184,9.094947017729282e-13,53614.26996220772,859.7469061478047,742.7363752561234,55216.75324361165,23023.829257915735,18633.906879930735,156.82369502522894,2985.220515896777,2025-02-02
PASS,C0,33,144,24,8979.659175642184,8511.29498512885,8.810729923425242e-13,55046.87479418187,0.0,2827.7838846981285,57874.65867888,22525.382597587068,18667.087675507526,636.9207890484172,4487.9753463152465,2025-02-03
PASS,C1,33,144,24,8979.659175642184,8511.29498512885,9.094947017729282e-13,55046.87479418187,0.0,3728.0983205771345,58774.97311475901,22300.533088289285,18484.959572976324,819.0488915796212,4712.8248556130275,2025-02-03
PASS,C2,33,144,24,8979.659175642184,8511.29498512885,8.810729923425242e-13,52285.68252303608,1380.5961355728984,5076.364170346412,58742.64282895539,22902.12362822663,18972.247910325572,1131.0765435008127,873.8025162145093,2025-02-03
PASS,C0,34,144,24,8511.29498512885,8636.53362869228,9.094947017729282e-13,57622.181467972376,0.0,643.11228213666,58265.293750109035,23806.103477505396,19170.229037572284,158.8857720063447,5664.182861774079,2025-02-04
PASS,C1,34,144,24,8511.29498512885,8636.53362869228,9.094947017729282e-13,57622.181467972376,0.0,672.5211278807022,58294.70259585307,23797.65993867564,19163.389771120183,165.72503845844753,5672.6264006038355,2025-02-04
PASS,C2,34,144,24,8511.29498512885,8636.533628692283,9.094947017729282e-13,54616.45659228285,1715.0634512049317,2226.1744983604926,58557.69454184827,23818.621993234243,19180.369035312648,528.5163446071199,1794.7690688186008,2025-02-04
PASS,C0,35,144,24,8636.53362869228,8563.467803047968,8.526512829121202e-13,52895.24469654606,0.0,5945.74390971876,58840.98860626482,23520.0248326026,19116.979357487988,1297.0103069294182,829.352959805818,2025-02-05
PASS,C1,35,144,24,8636.53362869228,8563.467803047968,8.526512829121202e-13,52895.24469654606,0.0,6729.003142464433,59624.247839010495,23299.93277856519,18938.704793717683,1475.2848706997227,1049.4450138432298,2025-02-05
PASS,C2,35,144,24,8636.533628692283,8563.467803047968,8.526512829121202e-13,53352.05949848728,618.4176878767361,4053.1279639094428,58023.60515027346,23604.685186607978,19185.554244232346,905.1206708259934,1237.1306381794013,2025-02-05
PASS,C0,36,144,24,8563.467803047968,8058.580234873096,8.597567102697212e-13,57107.05384964113,0.0,1783.023160636006,58890.077010277135,22484.810599158707,18667.095396675937,368.44200333620853,6695.115834533885,2025-02-06
PASS,C1,36,144,24,8563.467803047968,8058.580234873096,8.597567102697212e-13,57107.05384964113,0.0,2438.687343201889,59545.74119284302,22335.222992534374,18545.929435310227,489.60796470191707,6844.703441158217,2025-02-06
PASS,C2,36,144,24,8563.467803047968,8058.5596548730955,8.979483823168266e-13,52377.3198331057,2367.484638830196,4886.900174519886,59631.704646455786,23065.426060920705,19137.412442703157,1048.3388541360148,793.0103290258539,2025-02-06
PASS,C0,37,144,24,8058.580234873096,7836.686093950711,9.094947017729282e-13,20825.96077699831,0.0,3349.6042435567365,24175.565020555045,19700.342784873475,16156.98238257766,634.263712914129,5777.175582255169,2025-02-07
PASS,C1,37,144,24,8058.580234873096,7836.812593950712,9.094947017729282e-13,20825.96077699831,0.0,3350.3051610817383,24176.265938080047,19700.342784873475,16156.86853257766,634.3775629141293,5777.175582255169,2025-02-07
PASS,C2,37,144,24,8058.5596548730955,7836.812593950712,9.094947017729282e-13,19541.95427069822,642.0081340400442,3646.852255509188,23830.81466024745,19700.36565154014,16156.86853257766,703.2360331161976,3714.8746571287975,2025-02-07
PASS,C0,38,144,24,7836.686093950711,8397.689648954487,8.526512829121202e-13,17230.750419580978,0.0,10517.464035280083,27748.214454861063,19231.83519145684,15072.883305576644,2460.1704250690486,1170.5178179846075,2025-02-08
PASS,C1,38,144,24,7836.812593950712,8397.887574880413,8.526512829121202e-13,17230.698231303202,0.0,10889.667510907864,28120.365742211066,19126.683154419803,14987.64587224331,2545.4078584023828,1275.5292994660895,2025-02-08
PASS,C2,38,144,24,7836.812593950712,8397.887574880413,8.526512829121202e-13,17594.54863295199,181.92520082439566,9112.025455756768,26888.499289533156,19126.683154419803,14987.64587224331,2112.878906688703,1286.9064721065358,2025-02-08
PASS,C0,39,144,24,8397.689648954487,8522.931540128402,9.094947017729282e-13,52652.469538060606,0.0,7609.412347619028,60261.881885679635,22235.96940148822,17898.41751314893,1695.8928517187067,2428.230353222909,2025-02-09
PASS,C1,39,144,24,8397.887574880413,8522.931540128402,9.094947017729282e-13,52652.37565519641,0.0,5959.3205370337055,58611.69619223012,22644.549167828645,18229.54525721801,1364.7651076496259,2019.4306691870072,2025-02-09
PASS,C2,39,144,24,8397.887574880413,8522.931540128402,8.981704269217516e-13,52227.774729258614,666.9821515516105,4876.5243541493155,57771.28123495954,22887.13292895357,18426.038103729203,1099.896800556571,963.7464435263929,2025-02-09
PASS,C0,40,144,24,8522.931540128402,8487.250960005797,8.810729923425242e-13,50289.55059182348,0.0,3159.44029980514,53448.99089162862,21439.82169871154,17398.368098066698,745.3973609220927,3465.8552921904075,2025-02-10
PASS,C1,40,144,24,8522.931540128402,8487.250960005797,8.810729923425242e-13,50289.55059182348,0.0,3961.67517153132,54251.2257633548,21256.044674087083,17249.508708120888,894.2567508679015,3649.632316814864,2025-02-10
PASS,C2,40,144,24,8522.931540128402,8487.250960005797,8.810729923425242e-13,48201.057380428276,1170.5342784827833,4336.1136549584035,53707.70531386946,23437.798257588413,19016.729110756958,982.1828413139373,440.7769971733265,2025-02-10
PASS,C0,41,144,24,8487.250960005797,8465.737394402115,8.952838470577262e-13,50878.82466291506,0.0,7417.804797145795,58296.62946006086,22989.745386388193,18641.055972017748,1552.3314680154588,3613.383896853887,2025-02-11
PASS,C1,41,144,24,8487.250960005797,8465.737394402115,8.952838470577262e-13,50878.82466291506,0.0,7830.4505646894895,58709.27522760455,22874.66366035588,18547.839773931577,1645.547666101631,3728.4656228861995,2025-02-11
PASS,C2,41,144,24,8487.250960005797,8465.737394402115,8.952838470577262e-13,47993.95087661381,1447.3169187238123,9160.155670384804,58601.42346572242,23159.279471287467,18778.37858078616,1935.976939137989,279.0375200435417,2025-02-11
PASS,C0,42,144,24,8465.737394402115,8414.770836905436,9.094947017729282e-13,50581.539423084025,0.0,4841.31549742171,55422.85492050573,22379.94152211139,18173.622534657232,1003.02829501965,3078.8182543499975,2025-02-12
PASS,C1,42,144,24,8465.737394402115,8414.873978956946,9.094947017729282e-13,50581.539423084025,0.0,8434.250235387415,59015.78965847144,21491.217504765194,17453.66325276046,1722.9875769164225,3967.5422716961903,2025-02-12
