day_index,date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144
94,2025-04-05T00:00:00,32.3688616094,28.3072610892,28.2530985286,28.6017939132,28.3913081017,28.4756434539,29.6187262339,29.6187262339,27.5940647659,29.5289466355,29.6467159376,29.9605325276,29.2068619098,29.5955430031,28.1083958873,27.6074344581,28.5843987007,28.2604314699,28.8689206885,27.709830523,26.9759830998,26.0792670892,26.7968160365,25.0760171047,25.1207820735,26.2408879116,28.3182093268,32.1082313933,34.2092071024,34.6460528182,35.7517767656,36.2541091683,37.1348332844,41.8760808416,41.3175126431,39.2590374262,36.4927017906,35.1518179503,33.5445642764,32.5545086242,31.8267627217,29.1830774891,29.196287421,28.4405888547,27.3789341802,27.8193491481,29.8958557027,30.1900663263,32.5601128127,37.2824446816,39.4989501813,40.1803124863,43.4858352454,45.0514181319,49.4950663735,59.764189804,65.6941151908,71.015555769,75.22363813,79.1922900891,79.011103904,71.3823808465,70.954086687,70.954086687,71.0774579561,80.628216682,91.1411674971,99.402024525,104.796787411,104.507948825,104.120942862,96.1053914403,83.5008816305,83.5008816305,87.5946791399,93.9826205634,88.8624520731,87.0893549341,83.1946651617,81.4531335369,75.8345555937,75.3899214469,69.8272734155,64.7227849885,63.5396549679,59.4214428111,55.8316612733,54.5328406661,51.8417466959,49.2971749899,45.1686958428,41.6381391587,36.3356418663,31.7477566919,30.5879402893,29.6905677559,26.8387464168,25.1630373602,25.6236286371,25.1630373602,25.3049821641,26.5841239833,30.1695316334,31.8944754698,34.0763596386,34.1039770978,34.9050398142,34.4531049253,33.0101226434,30.2925632417,28.3746653184,27.9725801107,27.066126076,24.8457141221,24.6629503642,25.440941067,25.1911653724,25.5390445425,25.6733266079,25.1911653724,24.1161404273,24.0244573322,22.9216743028,24.1586296113,24.4065071226,25.8396837488,26.3099184042,28.1168296922,27.3909044286,28.4178608765,26.5021720741,25.812092062,24.6952776559,25.8042976577,26.1701698019,27.9043554537,28.1533073422,28.8519041562,31.922993838,31.6046931684,31.6046931684,32.9620430668,33.6958997484,30.8050573493
95,2025-04-06T00:00:00,32.5180779574,28.3772995302,28.2891916388,28.6860763331,28.4756434539,28.6342915526,29.8756602531,29.8756602531,27.9174182444,29.5725505023,29.6467159376,29.9605325276,29.5955430031,29.9605325276,28.2417072974,27.7112467869,28.5843987007,27.709830523,28.5254151658,27.3953401184,26.9759830998,26.7968160365,26.8111478742,25.1551915425,25.3080070898,26.2408879116,28.0918899971,31.9676211945,34.1245444401,34.4917173833,35.5946282389,35.7771171072,36.7572900332,41.8289897926,40.9633977124,38.5969206718,36.2269588484,34.8918357922,33.4433490079,32.486508488,31.2611208559,28.6783589945,28.7111880039,28.2249380059,26.6502375938,27.6519215939,29.8198514242,29.903873436,31.9967704957,37.2824446816,39.4989501813,40.1803124863,43.4858352454,45.0514181319,48.7067197955,57.9245032721,64.8544186701,70.2432179282,75.22363813,79.5211363708,79.1922900891,74.5549188089,73.0473242993,73.0473242993,75.2617336167,83.6196840082,91.7723379626,99.402024525,104.193152509,104.120942862,100.536537139,95.0515791326,82.8816659994,81.9455781489,86.5141991275,92.0002147978,87.9405911734,87.0893549341,84.6610776629,82.5557337808,76.4852580546,76.0656561518,71.309563532,65.2380975795,64.6342929658,59.9113847415,59.4378281436,59.299937052,56.7988552709,51.8417466959,47.2029799157,43.4639705835,39.5173842265,33.2725885699,31.5349690676,30.1097879649,26.8387464168,24.9514814318,25.1630373602,25.0181065641,25.1121362233,26.4664429987,30.1695316334,31.987318387,34.1879612502,34.355995189,34.9622711571,34.501855779,33.0101226434,30.2569095905,28.0941174367,27.4320790249,27.0448246753,24.6961500344,24.4714209286,25.440941067,25.1911653724,25.5390445425,25.6733266079,25.1911653724,23.9890503652,23.9628204628,22.9216743028,24.4023193064,24.7906451945,25.8396837488,26.3099184042,27.736382389,27.1551814162,28.269673458,26.3195492106,25.6280074656,24.6952776559,25.3811155197,25.92260121,27.633418439,27.9043554537,28.8519041562,31.922993838,31.6046931684,31.6046931684,32.9620430668,33.3820579156,30.4599568736
96,2025-04-07T00:00:00,32.2942534354,28.3260872975,28.2530985286,28.6017939132,28.3913081017,28.4756434539,29.6187262339,29.6187262339,27.5940647659,29.5289466355,29.5725505023,29.6366238473,29.2068619098,29.5955430031,28.1083958873,27.6074344581,28.2417072974,27.3215071825,28.1939712073,27.31485486,26.8281714269,26.0792670892,26.7968160365,25.0760171047,25.3080070898,26.2408879116,28.0918899971,32.1082313933,34.2092071024,34.4917173833,35.5946282389,35.7771171072,36.3136632874,40.5266941638,40.6580452356,38.3320767398,36.0463151527,34.8175930056,33.3061540518,32.4612219312,30.7884798449,28.4323816024,28.7111880039,28.4405888547,27.6519215939,28.7109770046,30.9141219298,30.5810256908,32.5601128127,37.2824446816,38.3182112574,39.914277013,43.2652364078,44.5115099649,48.4040128652,56.7079831562,64.3348694398,69.3215859152,74.8897287834,79.1922900891,79.011103904,72.6768911182,72.3803058504,72.3803058504,73.0473242993,83.0622473501,91.1411674971,98.1214145942,103.995572001,103.995572001,98.1739833925,89.0054694097,81.801108671,81.5670867084,85.2679188684,88.6099691675,86.9891628624,85.1963673038,83.1946651617,82.1632040072,76.4427543287,75.7472853903,70.8195628814,65.0598296514,63.8097191366,59.5022779379,58.3522907536,58.325942426,55.6992720763,51.513528341,47.2029799157,43.5768092799,41.641609456,33.7694325848,32.7913303476,30.1097879649,26.478978722,24.9061505717,24.9514814318,24.963616208,25.0181065641,26.0636256386,29.7646646822,31.8944754698,34.0763596386,34.1039770978,34.9050398142,34.4531049253,32.9208452683,29.9799428651,27.9747350281,27.4320790249,27.0448246753,24.6961500344,24.4714209286,25.440941067,24.7768624092,25.440941067,25.5390445425,25.1394732393,23.9890503652,23.9628204628,23.0994961085,24.3649759454,24.5219407927,25.6035784592,26.2629615263,27.736382389,27.1551814162,28.269673458,26.3195492106,25.6280074656,24.5864079887,25.2473391639,25.3996751153,27.4757577937,27.7836666196,28.7514537535,31.6046931684,31.2718603903,31.2807070584,32.9161210417,33.0441957995,30.2052867021
97,2025-04-08T00:00:00,31.7445856673,28.2952147889,28.2000765408,28.4756434539,28.3913081017,28.6342915526,29.8756602531,29.8756602531,27.9174182444,29.5289466355,29.5289466355,29.5289466355,28.9237659435,29.2068619098,28.1083958873,27.6074344581,28.2417072974,27.3215071825,28.1939712073,27.2620077339,26.7968160365,25.8660751042,26.7968160365,25.1551915425,25.4905203148,26.813313973,28.6641685412,32.2184330952,34.1245444401,34.2482240566,34.9707976485,34.9889329123,35.2757964512,40.1936808034,40.2803932422,37.7968019231,35.4811965422,34.8044915639,33.1622782511,32.047398381,29.9474855158,28.2249380059,28.5827659995,28.2249380059,27.3789341802,28.341837825,30.271068448,30.1900663263,31.9967704957,37.1973614063,37.536136611,39.7590632449,42.4486411768,44.3331956368,47.5305504026,56.1686096793,63.6679812807,68.9902220973,74.6364177703,79.011103904,77.0307198529,71.9670674343,71.9670674343,71.9670674343,72.3803058504,82.3640002373,90.5329023728,96.9079691836,102.16153615,100.51474863,96.9079691836,85.5226813739,80.4216789854,81.5670867084,86.5141991275,92.5491839701,91.0951079061,89.9514556248,85.1963673038,82.6636132736,76.4852580546,75.7472853903,69.8272734155,64.7227849885,63.5396549679,59.4214428111,57.4805358173,57.4805358173,53.9484655955,50.8297654362,46.229775791,43.1273281044,40.1123906814,33.5676597838,31.5349690676,29.6905677559,26.2704100901,24.526341174,24.9061505717,24.9290508008,24.963616208,25.9117730863,29.6275243391,31.4460582549,33.9930037135,33.9930037135,34.8541193793,34.3279832596,32.8149884541,29.4733683492,27.8944433459,27.2671265648,26.8784570648,24.6629503642,24.2727844775,25.40407719,24.4775751388,25.4206376547,25.5390445425,25.1394732393,23.9890503652,23.9628204628,23.0994961085,24.1586296113,24.5219407927,25.6035784592,26.2629615263,27.736382389,27.3909044286,28.269673458,26.3195492106,25.6795891676,24.6952776559,25.2473391639,25.3545782961,27.3340959621,27.6095263187,28.7514537535,31.922993838,31.6046931684,31.6046931684,32.9620430668,33.1286613285,29.8095960608
98,2025-04-09T00:00:00,31.0319962761,28.2261785677,28.1502950324,28.3913081017,28.2719247369,28.4756434539,29.6187262339,29.6187262339,27.5940647659,29.2068619098,29.2068619098,29.2068619098,28.8432647939,28.8945503783,27.9501117753,26.7730884829,28.1359728349,27.1903621477,27.709830523,27.20483861,26.0792670892,25.5474339531,26.3122359729,25.0760171047,25.4905203148,26.813313973,28.6641685412,32.2184330952,34.1245444401,34.1245444401,34.7388362775,34.7388362775,34.8636027483,39.4309802578,40.1936808034,37.5151077488,35.4811965422,34.8175930056,33.3061540518,32.4612219312,30.7884798449,28.4323816024,28.7111880039,28.7111880039,28.2002502484,29.145934803,30.9795108317,30.9141219298,33.5085161753,38.0629240416,39.7590632449,40.4537506746,43.4858352454,44.5115099649,47.5305504026,55.3729139839,63.4332051801,68.6722602903,74.5366786279,78.7832450589,75.4472938599,71.3823808465,71.3823808465,71.3823808465,71.9670674343,80.628216682,89.6189037868,95.8811382956,100.061686794,99.4992291306,95.8811382956,84.3536027619,79.1424227991,80.4216789854,85.2679188684,91.8254917239,88.8624520731,88.6847455203,84.7389142836,82.5557337808,76.4427543287,75.5438186438,69.4291038822,64.6342929658,62.8133747421,58.3522907536,55.8316612733,55.8316612733,52.390731102,49.9784620268,45.6236273367,42.9804434462,39.5173842265,33.224283795,31.0750449884,29.4947197467,26.0158023489,24.3847862589,24.9061505717,24.963616208,25.1121362233,26.5841239833,30.400531224,32.1110111745,34.1879612502,34.1039770978,34.8541193793,34.3279832596,32.9208452683,30.2569095905,28.3746653184,27.9725801107,27.0448246753,24.6629503642,24.0770049283,25.3251068367,24.3761266357,25.4206376547,25.5390445425,25.1394732393,23.9890503652,23.9628204628,22.9216743028,24.0244573322,24.3649759454,25.4353101825,26.1442929285,27.4836171287,27.1551814162,27.7745933305,25.9940244122,25.601470242,24.5864079887,24.7575609649,25.2473391639,27.3340959621,27.6095263187,28.7514537535,31.922993838,31.6046931684,31.2807070584,32.9161210417,32.4819331548,29.7400912395
99,2025-04-10T00:00:00,30.829453338,28.1388531247,28.1333314396,28.2719247369,28.2000765408,28.3913081017,29.170663613,29.5725505023,27.5940647659,28.9237659435,28.9237659435,28.9237659435,28.7406566392,28.7406566392,27.6754612061,26.5440236049,27.7181410238,26.9759830998,27.3673590386,27.1837755601,25.8660751042,25.3381910374,25.9585508739,24.9828862558,25.3491774714,26.54071479,28.3182093268,32.1082313933,33.9626859547,33.9626859547,34.6460528182,34.3812911279,34.7739375824,38.6335164483,39.2845971518,36.4927017906,35.1518179503,34.8044915639,33.1622782511,32.4612219312,30.7884798449,29.1830774891,29.6486368232,29.196287421,28.2002502484,29.145934803,30.9795108317,30.9141219298,33.5085161753,38.0629240416,39.6392382589,40.1803124863,43.2652364078,44.5115099649,47.427044777,54.4207110353,63.1427811044,68.1650448015,74.150201048,76.0902557528,75.4472938599,71.9670674343,72.3803058504,73.0473242993,76.5649210586,85.726638543,92.507632491,99.4992291306,104.796787411,104.507948825,100.536537139,94.7376933423,83.5008816305,84.3536027619,89.4598703185,97.1113928013,93.2995320011,91.8589293541,88.3591432532,84.2928256894,77.2966371665,76.41937532,71.309563532,65.2380975795,64.7227849885,61.5337171382,59.9113847415,59.4378281436,57.4805358173,52.390731102,48.7218016831,45.1686958428,42.8631986481,35.4251603027,33.1911261208,30.1097879649,26.2704100901,24.3847862589,24.7509507658,24.9290508008,25.0181065641,26.4664429987,30.3933023182,31.9594796989,34.0763596386,33.9930037135,34.6379801044,34.3279832596,32.9208452683,30.2569095905,28.3746653184,27.9725801107,26.8784570648,24.3191282839,23.9339922537,24.8113828043,24.2605468559,25.1911653724,25.440941067,25.0604264366,23.9595812398,23.8624684089,22.9216743028,24.0244573322,24.3649759454,25.4353101825,26.1428561223,27.3909044286,26.6731005696,27.7745933305,25.9940244122,25.601470242,24.6952776559,25.3545782961,25.3545782961,27.4757577937,27.7836666196,28.7514537535,31.6046931684,31.2718603903,31.1975846443,31.993233732,31.7546351197,29.5020736066
100,2025-04-11T00:00:00,30.6394939183,28.1314908779,28.1333314396,28.2719247369,28.2000765408,28.3913081017,29.170663613,29.1681405904,27.445629267,28.3972798722,28.7479605305,28.7479605305,28.6920684496,28.6920684496,26.7541683176,26.2956721954,27.6074344581,26.6372470666,27.2620077339,27.1837755601,25.8660751042,25.3381910374,25.9585508739,24.9828862558,25.3080070898,26.4455478963,28.0918899971,31.9676211945,33.8441501739,33.8162456259,34.4917173833,34.2160769256,34.7274772189,38.3320767398,38.5969206718,36.0513071733,35.0528245111,34.7156980335,32.7650034196,32.047398381,30.493941904,29.1830774891,29.6486368232,29.196287421,28.2002502484,29.145934803,30.9141219298,30.5810256908,32.5601128127,37.536136611,39.4989501813,39.914277013,42.4486411768,44.5115099649,47.9397455251,56.1686096793,64.3348694398,69.3215859152,75.22363813,79.5211363708,79.5211363708,76.5649210586,75.2617336167,75.2617336167,76.5649210586,83.6196840082,91.7723379626,99.402024525,104.193152509,104.120942862,98.1739833925,89.7499608784,82.8816659994,83.5008816305,87.9748830477,93.9826205634,92.5491839701,91.6966088384,87.0893549341,83.106491076,76.7129204071,76.0656561518,70.8195628814,65.0598296514,64.6342929658,59.9113847415,59.4378281436,59.299937052,56.7988552709,51.8417466959,47.990945266,44.9576219822,42.2045202136,35.4251603027,33.576213485,31.0750449884,27.7331757933,24.9514814318,24.9514814318,25.0181065641,25.253528913,26.4664429987,30.3933023182,31.9594796989,33.9930037135,33.9930037135,34.8541193793,34.501855779,33.0288679826,30.4748217512,28.5281914665,27.9725801107,26.4262507816,24.5152196366,23.9339922537,24.8113828043,24.2605468559,25.1911653724,25.4206376547,24.7421055842,23.8956101227,23.762931276,22.9216743028,23.9680195296,24.1586296113,25.3794678403,26.000977589,26.7289460748,26.4731849152,27.210871141,25.9181637981,25.3090621503,24.6952776559,25.2473391639,25.2473391639,27.3340959621,27.6095263187,28.7251874928,31.1536014132,31.0771140002,31.0771140002,31.7228280345,31.7122256727,29.3428138914
101,2025-04-12T00:00:00,30.7619390252,28.1333314396,28.1333314396,28.2719247369,28.2000765408,28.3913081017,29.6187262339,29.5725505023,27.5940647659,28.9237659435,28.7479605305,28.6920684496,28.5633230413,28.5633230413,26.2956721954,26.2028714822,27.2613245603,26.2688964203,27.2620077339,27.1837755601,25.8660751042,25.5474339531,26.7968160365,25.0760171047,25.3491774714,26.54071479,27.7693444684,31.9676211945,33.8441501739,33.9626859547,34.6460528182,34.7388362775,35.2757964512,40.1936808034,40.2803932422,38.3320767398,36.0463151527,34.8175930056,33.1622782511,32.047398381,30.4176673846,28.6783589945,29.196287421,28.7111880039,27.8010620779,29.0927159866,30.271068448,30.1900663263,31.9967704957,37.2824446816,38.3182112574,39.7590632449,41.8579995764,44.3331956368,47.427044777,55.3729139839,63.6679812807,68.9902220973,74.8897287834,79.1922900891,79.1922900891,74.5549188089,73.0473242993,73.0473242993,75.2617336167,83.0622473501,91.1411674971,98.1214145942,103.995572001,103.995572001,96.9079691836,87.7291630859,81.801108671,81.9455781489,87.5946791399,92.5491839701,91.8254917239,91.0951079061,85.1963673038,82.6636132736,76.4852580546,75.7472853903,69.8272734155,64.7227849885,63.8097191366,59.5022779379,58.3522907536,58.325942426,55.6992720763,51.513528341,47.2029799157,43.5768092799,41.641609456,34.0927988591,33.1911261208,30.4635769245,26.8387464168,24.9061505717,24.9061505717,24.963616208,25.1004309602,26.0636256386,30.1695316334,31.8944754698,33.9656616717,33.9656616717,34.6379801044,34.4531049253,33.0101226434,30.3063294602,28.5281914665,28.3746653184,26.8784570648,24.6961500344,24.2727844775,25.40407719,24.3761266357,25.4206376547,25.440941067,24.7421055842,23.8481149985,23.5952643063,22.8368636939,23.940276162,24.0244573322,25.2352525085,25.8808885243,26.4937024446,26.4113224849,27.210871141,25.9940244122,25.6795891676,25.3219575758,25.8863304444,25.92260121,27.633418439,27.9043554537,28.8519041562,31.6046931684,31.2718603903,31.1975846443,31.7228280345,31.6046931684,29.3410700114
102,2025-04-13T00:00:00,30.5845631241,28.1351720013,28.1502950324,28.3913081017,28.2719247369,28.4756434539,29.6187262339,29.1681405904,27.445629267,28.3972798722,28.3661499151,28.2117788628,28.2417072974,28.2417072974,26.0219106972,26.0620467484,26.6870804147,26.0620467484,27.1903621477,27.1837755601,26.0158159786,25.8660751042,26.7968160365,25.1551915425,25.3491774714,26.4455478963,27.6742375551,30.9666420319,33.7956135063,33.8162456259,34.4917173833,34.3812911279,34.8636027483,39.4309802578,40.1936808034,37.7968019231,35.4811965422,34.8044915639,32.7650034196,31.7247656738,29.8905577238,28.4323816024,28.7111880039,28.4405888547,27.6519215939,28.7109770046,29.8958557027,29.903873436,31.2592231704,37.1973614063,37.536136611,39.6392382589,41.0568569045,44.1202627977,46.8051735182,54.4207110353,63.4332051801,68.6722602903,74.6364177703,79.011103904,79.011103904,72.6768911182,72.3803058504,72.3803058504,75.2617336167,83.0622473501,91.7723379626,99.4992291306,105.568991361,106.513054902,104.507948825,96.1053914403,85.2679188684,86.5141991275,93.5381668257,97.1113928013,92.5491839701,91.0951079061,84.7389142836,82.7816269552,77.2966371665,76.4427543287,71.309563532,65.2380975795,64.6342929658,59.9113847415,58.6511302191,58.1637407177,55.6992720763,51.513528341,47.2029799157,43.3207932961,40.1123906814,33.7694325848,32.7913303476,30.1097879649,26.478978722,24.9061505717,24.9061505717,24.963616208,25.1004309602,26.0636256386,29.7646646822,31.4460582549,33.9656616717,33.9930037135,34.8541193793,34.501855779,33.0288679826,30.3063294602,28.3746653184,27.9725801107,26.4262507816,24.6629503642,24.0770049283,25.3251068367,24.2605468559,25.1911653724,25.4206376547,24.59156377,23.6144888798,23.1329629692,22.7004774189,23.8589565666,23.9680195296,25.0692181319,25.8396837488,26.4549750928,26.3099184042,26.6731005696,25.9181637981,25.601470242,25.1815040382,25.8042976577,25.92260121,27.633418439,27.9043554537,28.8519041562,31.6046931684,31.0771140002,31.0771140002,31.6046931684,31.3549828044,29.1924289428
103,2025-04-14T00:00:00,30.4197707414,27.7579101314,28.1333314396,28.2719247369,28.2000765408,28.3913081017,29.170663613,28.9499608458,27.3403958947,28.2423007097,28.0585066237,27.9501117753,28.2417072974,28.5633230413,26.2956721954,26.2028714822,27.2613245603,26.0620467484,26.9759830998,27.1765264803,25.8660751042,25.5474339531,26.5412963919,25.0760171047,25.3080070898,26.2408879116,27.3109710532,30.6089469006,33.654110673,33.654110673,34.3290855677,34.2160769256,34.7739375824,39.4309802578,40.1936808034,37.7968019231,35.4811965422,34.8044915639,33.1348169123,32.4612219312,30.493941904,29.1830774891,29.196287421,28.4405888547,27.3789341802,28.341837825,29.8198514242,29.8436798078,30.9431598231,37.163262376,37.2824446816,38.2273602239,40.4537506746,43.9491151671,46.8051735182,55.3729139839,63.6679812807,69.3215859152,74.8897287834,79.1922900891,79.011103904,72.6768911182,73.0473242993,73.0473242993,76.5649210586,83.6196840082,91.7723379626,99.4992291306,104.796787411,105.568991361,104.120942862,95.0515791326,84.3536027619,85.2679188684,89.4598703185,93.9826205634,91.8254917239,89.9514556248,84.9582204928,83.106491076,77.7227622676,76.4427543287,70.8195628814,65.0598296514,64.5523478129,59.5022779379,58.1637407177,57.4805358173,53.9484655955,50.8297654362,46.229775791,43.1273281044,39.5173842265,33.5676597838,31.5349690676,30.1097879649,26.478978722,24.9514814318,25.1630373602,25.3044300499,25.3697798969,27.4213290796,30.400531224,31.9594796989,34.0763596386,34.355995189,34.9050398142,34.6379801044,33.051038764,30.3063294602,28.0941174367,27.4320790249,26.1524751714,24.6629503642,24.2727844775,25.40407719,24.3761266357,25.4206376547,25.4206376547,24.4056458327,23.1329629692,22.9216743028,22.7004774189,23.940276162,24.1586296113,25.3794678403,26.000977589,26.4937024446,26.3099184042,26.6731005696,25.9181637981,25.601470242,25.1815040382,25.8042976577,25.6981487632,27.633418439,27.9043554537,28.8519041562,31.1536014132,30.6453873958,30.6453873958,31.2807070584,31.2020079784,28.9703392799
104,2025-04-15T00:00:00,29.3600555128,27.9447005047,28.1502950324,28.3913081017,28.2719247369,28.6342915526,29.6187262339,28.9499608458,27.3403958947,28.2423007097,27.932163624,27.8536322934,28.1083958873,28.2417072974,26.5730219739,26.5440236049,27.6074344581,26.2688964203,27.1903621477,27.1765264803,25.5474339531,25.3381910374,26.2487848623,24.9828862558,25.1207820735,25.9708188487,27.1332271265,30.6089469006,33.7956135063,33.8162456259,34.4917173833,34.3812911279,34.7739375824,39.4309802578,40.1936808034,37.7968019231,36.0301993033,34.8175930056,33.1683119628,32.486508488,30.9921152164,29.6743474935,29.840106107,28.7111880039,27.3789341802,27.8193491481,29.7544097524,29.7598657399,30.5810256908,37.0361265806,37.1763988997,37.8052351989,40.1803124863,43.9491151671,46.8051735182,54.4207110353,63.4332051801,68.9902220973,74.6364177703,79.011103904,77.0307198529,74.2199756166,75.2617336167,75.2617336167,76.7671062028,85.4585469684,91.7723379626,99.402024525,104.193152509,104.507948825,103.406208913,95.0515791326,84.3536027619,85.2679188684,89.4598703185,93.9826205634,91.0951079061,88.6847455203,84.7389142836,82.7816269552,77.2966371665,76.41937532,69.8272734155,64.7227849885,63.7899298027,59.4214428111,57.4805358173,55.8316612733,52.390731102,49.9784620268,45.6236273367,42.9804434462,39.0444411227,33.224283795,31.0750449884,29.6905677559,26.2704100901,24.9061505717,24.9514814318,25.1004309602,25.3049821641,27.0291430725,30.3933023182,31.8944754698,33.9930037135,34.1039770978,34.8541193793,34.501855779,33.0288679826,30.3063294602,28.3746653184,27.9725801107,26.4262507816,24.8457141221,24.4714209286,25.40407719,24.4775751388,25.4290478546,25.4206376547,24.4056458327,23.1329629692,22.9216743028,22.7004774189,23.940276162,24.1586296113,25.3794678403,25.8808885243,26.4549750928,26.2629615263,26.4731849152,25.812092062,25.3090621503,24.9756307613,25.6795891676,25.3545782961,27.4757577937,27.9043554537,28.8519041562,31.1536014132,30.6453873958,31.0771140002,31.2807070584,31.2042196454,29.1183990552
105,2025-04-16T00:00:00,28.5855198029,27.1975390117,28.1333314396,28.2719247369,28.2000765408,28.4756434539,29.170663613,28.8369602804,27.0824762038,28.0494618635,27.8536322934,27.3914895895,27.9501117753,28.1083958873,26.2956721954,26.2956721954,27.2613245603,26.0620467484,26.9759830998,26.9759830998,25.2947278717,25.2617973155,25.9585508739,24.9609590189,25.0674147374,25.6824729871,26.8673261848,30.4764715763,33.654110673,33.654110673,34.3290855677,34.2160769256,34.7274772189,38.6335164483,39.2845971518,37.5151077488,35.4811965422,34.8044915639,33.1348169123,32.4612219312,30.7467662783,29.5543574422,29.6486368232,28.4405888547,26.6502375938,27.6519215939,29.5566655632,29.5566655632,29.9813627467,35.3895577636,35.7426663984,35.8683542941,39.8974956003,43.4858352454,46.4063923967,54.1836267939,63.1427811044,68.6722602903,74.5366786279,78.7832450589,75.4472938599,72.6768911182,74.8857211631,74.8857211631,76.5649210586,83.6196840082,91.1411674971,98.1214145942,103.995572001,104.120942862,100.367407858,94.7376933423,83.5008816305,84.3536027619,87.9748830477,92.5491839701,91.0951079061,89.9514556248,85.8237665587,84.6497492057,81.5471537881,77.2435449959,72.0780134687,65.5132570827,64.6342929658,59.9113847415,58.1637407177,55.8316612733,51.8417466959,49.2971749899,45.6236273367,43.3207932961,40.1123906814,33.7694325848,31.5349690676,29.6905677559,26.0158023489,24.526341174,24.9061505717,25.0181065641,25.253528913,26.5841239833,30.1695316334,31.4460582549,33.9656616717,33.9930037135,34.6379801044,34.4531049253,33.0101226434,30.2569095905,28.0941174367,27.4320790249,26.1524751714,24.6961500344,24.2727844775,25.3251068367,24.4775751388,25.4290478546,25.4206376547,24.4056458327,23.1329629692,22.7151181348,22.6683942377,23.8589565666,24.0244573322,25.2352525085,25.8396837488,26.4113224849,26.2629615263,26.4731849152,25.812092062,25.3090621503,24.9756307613,25.3545782961,25.2473391639,27.3340959621,27.7836666196,28.7514537535,30.6397321171,30.5344929414,30.6453873958,31.1975846443,31.1953729773,28.8578561466
106,2025-04-17T00:00:00,28.3813431303,27.0561639895,28.1333314396,28.3913081017,28.2719247369,28.6342915526,29.6187262339,28.8369602804,27.0824762038,28.2423007097,27.932163624,27.8536322934,28.1083958873,28.1083958873,26.2956721954,26.2956721954,27.1299074372,25.9806997845,26.8213106177,26.8213106177,25.1785143822,25.2617973155,25.9585508739,24.9609590189,25.0674147374,25.6824729871,26.54071479,29.7850510129,33.1230713923,33.1230713923,34.2160769256,34.1245444401,34.3812911279,38.3320767398,38.5969206718,36.4927017906,35.1518179503,34.7156980335,32.7650034196,32.047398381,30.7467662783,29.5543574422,29.6486368232,28.4405888547,27.3789341802,27.6519215939,29.3865429883,29.3865429883,29.8436798078,35.3895577636,37.1763988997,37.8052351989,40.1803124863,43.9491151671,46.4063923967,54.1836267939,63.4332051801,69.3215859152,75.22363813,80.3004196,79.3999496595,76.5649210586,76.5649210586,75.2617336167,76.7671062028,85.4585469684,91.1411674971,96.9079691836,103.995572001,104.507948825,103.406208913,97.8549228068,87.5946791399,87.9748830477,94.7376933423,97.1113928013,91.8254917239,89.9514556248,84.9582204928,84.2928256894,80.244185125,76.6996473645,71.6658927836,65.2380975795,64.5523478129,59.5022779379,57.4805358173,54.5328406661,51.5795014146,49.2971749899,46.4284191059,43.7756538875,41.641609456,33.7694325848,31.0750449884,29.4947197467,26.0158023489,24.8746638084,24.9061505717,24.963616208,25.1004309602,26.4664429987,30.1137738982,31.1207969819,33.6505195855,33.9656616717,34.355995189,34.3279832596,32.9208452683,30.2569095905,28.3746653184,28.3746653184,26.8784570648,25.3251068367,24.4714209286,25.3251068367,24.3761266357,25.4206376547,25.2128854258,24.0614267166,22.9216743028,22.6161024992,22.6156908013,23.762931276,24.0244573322,25.2352525085,25.8396837488,26.4113224849,26.2629615263,26.4113224849,25.6280074656,25.1815040382,24.6952776559,25.2473391639,25.2473391639,27.4757577937,27.9043554537,28.8519041562,31.1536014132,30.5344929414,30.2052867021,31.0771140002,31.0771140002,28.5204067469
