position,policy,method,mapping,q0,a_final,ell,pv,price,E_before,E_after,R,plan_time,version_id,published,c,s,g,w,normal,adjustment,emergency,total
11253,C2,P1,Q43,577.8874742693696,577.8874742693696,620.1683333333334,0.0,0.4574,8947.923450222614,8947.923450222614,8977.79996934989,11250,C2_d78_s0,11232,0.0,0.0,42.28085906396382,0.0,264.32573073080965,0.0,96.69632467928524,361.0220554100949
11254,C2,P1,Q43,596.6449479438356,596.6449479438356,616.6230833333333,0.0,0.4575,8947.923450222614,8947.923450222614,8977.79996934989,11250,C2_d78_s0,11232,0.0,0.0,19.978135389497652,0.0,272.9650636843048,0.0,45.69998470347588,318.6650483877807
11255,C2,P1,Q43,587.9184764375702,587.9184764375702,612.46375,0.0,0.4629,8947.923450222614,8947.923450222614,8977.79996934989,11250,C2_d78_s0,11232,0.0,0.0,24.54527356242977,0.0,272.14746274295123,0.0,56.8100356602437,328.9574984031949
11256,C2,P1,Q43,571.4944678489675,571.4944678489675,603.93,0.0,0.4426,8947.923450222614,8947.923450222614,8947.923450222614,11256,C2_d78_s0,11232,0.0,0.0,32.435532151032476,0.0,252.943451469953,0.0,71.77983265023487,324.7232841201879
11257,C2,P1,Q43,596.9275754274705,596.9275754274705,589.79495,0.00031666666666666665,0.4023,8947.923450222614,8954.343098107338,8947.923450222614,11256,C2_d78_s0,11232,7.132942094137206,0.0,0.0,0.0,240.1439635944714,0.0,0.0,240.1439635944714
11258,C2,P1,Q43,600.7948970731424,600.7948970731424,581.4640499999999,0.0,0.4075,8954.343098107338,8971.740860473166,8947.923450222614,11256,C2_d78_s0,11232,19.330847073142422,0.0,0.0,0.0,244.82392055730548,0.0,0.0,244.82392055730548
11259,C2,P1,Q43,927.1454476503069,927.1454476503069,585.585,0.0,0.452,8971.740860473166,9279.145263358443,9262.603547460134,11256,C2_d78_s0,11232,341.56044765030686,0.0,0.0,0.0,419.06974233793875,0.0,0.0,419.06974233793875
11260,C2,P1,Q43,586.4719439559017,586.4719439559017,599.72965,0.004516666666666666,0.4646,9279.145263358443,9264.419497383518,9262.603547460134,11256,C2_d78_s0,11232,0.0,13.253189377431681,0.0,0.0,272.4748651619119,0.0,0.0,272.4748651619119
11261,C2,P1,Q43,601.4692364474504,601.4692364474504,616.7393166666667,0.0,0.4561,9264.419497383518,9262.603547460134,9262.603547460134,11256,C2_d78_s0,11232,0.0,1.6343549310458911,13.63572528817042,0.0,274.33011874368214,0.0,31.09627151967264,305.4263902633548
11262,C2,P1,Q43,1432.832742662315,1432.832742662315,625.595,0.0,0.4379,9262.603547460134,9989.117515856218,10012.603547460134,11262,C2_d78_s0,11232,807.237742662315,0.0,0.0,0.0,627.4374580118277,0.0,0.0,627.4374580118277
11263,C2,P1,Q43,1420.8092605811564,1420.8092605811564,619.49685,0.06293333333333333,0.4177,9989.117515856218,10710.35532537926,10762.603547460134,11262,C2_d78_s0,11232,801.3753439144898,0.0,0.0,0.0,593.4720281447491,0.0,0.0,593.4720281447491
11264,C2,P1,Q43,588.0467014846787,588.0467014846787,617.8444000000001,0.0,0.464,10710.35532537926,10710.35532537926,10762.603547460134,11262,C2_d78_s0,11232,0.0,0.0,29.797698515321372,0.0,272.85366948889094,0.0,69.13066055554559,341.98433004443655
11265,C2,P1,Q43,594.887133433296,594.887133433296,607.115,0.0,0.4802,10710.35532537926,10710.35532537926,10762.603547460134,11262,C2_d78_s0,11232,0.0,0.0,12.227866566704051,0.0,285.6648014746687,0.0,29.35910762665643,315.02390910132516
11266,C2,P1,Q43,595.2847849052292,595.2847849052292,576.3066333333334,0.8765666666666667,0.352,10710.35532537926,10728.224571793966,10762.603547460134,11262,C2_d78_s0,11232,19.854718238562555,0.0,0.0,0.0,209.54024428664067,0.0,0.0,209.54024428664067
11267,C2,P1,Q43,674.4472430976772,674.4472430976772,671.4631166666667,0.0,0.5794,10728.224571793966,10730.910285581875,10762.603547460134,11262,C2_d78_s0,11232,2.984126431010509,0.0,0.0,0.0,390.7747326507942,0.0,0.0,390.7747326507942
11268,C2,P1,Q43,0.0,0.0,827.015,0.0,1.0185,10730.910285581875,9861.40106942884,9861.40106942884,11268,C2_d78_s36,11268,0.0,782.5582945377304,44.45670546226961,0.0,0.0,0.0,226.39577256660797,226.39577256660797
11269,C2,P1,Q43,0.0,0.0,817.5199666666667,25.57003333333333,0.995,9861.40106942884,9026.63157934254,9026.63157934254,11268,C2_d78_s36,11268,0.0,751.2925410776706,40.657392255662785,0.0,0.0,0.0,202.27052647192235,202.27052647192235
11270,C2,P1,Q43,0.0,0.0,776.8039833333333,66.84066666666666,0.8932,9026.63157934254,8241.5664422169,8241.5664422169,11268,C2_d78_s36,11268,0.0,706.5586234130768,3.404693253589926,0.0,0.0,0.0,15.20536007053261,15.20536007053261
11271,C2,P1,Q43,0.0,0.0,783.9583333333334,112.58749999999999,0.9281,8241.5664422169,7495.598849624306,7482.848139409841,11268,C2_d78_s36,11268,0.0,671.3708333333334,0.0,0.0,0.0,0.0,0.0,0.0
11272,C2,P1,Q43,0.0,0.0,787.8168000000001,158.77193333333335,0.9231,7495.598849624306,6809.815645701782,6809.815645701782,11268,C2_d78_s36,11268,0.0,617.2048835302717,11.839983136395063,0.0,0.0,0.0,54.64744216603141,54.64744216603141
11273,C2,P1,Q43,0.0,0.0,803.24555,217.08963333333335,0.902,6809.815645701782,6201.925545444435,6201.925545444435,11268,C2_d78_s36,11268,0.0,547.1010902316128,39.05482643505377,0.0,0.0,0.0,176.1372672220925,176.1372672220925
11274,C2,P1,Q43,0.0,0.0,813.3883333333333,282.20625,0.8707,6201.925545444435,5629.033435816892,5629.033435816892,11274,C2_d78_s36,11268,0.0,515.6028986647883,15.579184668545054,0.0,0.0,0.0,67.8239804545109,67.8239804545109
11275,C2,P1,Q43,0.0,0.0,781.5626833333334,334.98718333333335,0.7992,5629.033435816892,5132.838435816892,5126.9170396814825,11274,C2_d78_s36,11268,0.0,446.5755000000001,0.0,0.0,0.0,0.0,0.0,0.0
11276,C2,P1,Q43,0.0,0.0,785.5607666666666,384.31915000000004,0.7957,5132.838435816892,4687.014417298374,4686.4699168920215,11274,C2_d78_s36,11268,0.0,401.2416166666666,0.0,0.0,0.0,0.0,0.0,0.0
11277,C2,P1,Q43,0.0,0.0,804.5333333333333,434.95625,0.8046,4687.014417298374,4305.134432211761,4305.134432211761,11274,C2_d78_s36,11268,0.0,343.69198657795135,25.885096755381937,0.0,0.0,0.0,104.13574424690152,104.13574424690152
11278,C2,P1,Q43,236.00538623421448,213.85547623326352,763.026,482.3358,0.7001,4305.134432211761,4250.435421099593,4250.435421099593,11274,C2_d78_s36,11268,0.0,49.22911000095092,17.605613765785456,0.0,149.7202189109078,7.753575995832885,61.628450987131984,219.10224589387263
11279,C2,P1,Q43,0.0,0.0,864.5061333333333,529.9280666666667,0.8467,4250.435421099593,3878.682013692186,3873.05415478543,11274,C2_d78_s36,11268,0.0,334.5780666666666,0.0,0.0,0.0,0.0,0.0,0.0
11280,C2,P1,Q43,0.0,0.0,1067.5983333333334,579.4187499999999,1.1788,3878.682013692186,3337.383049145707,3337.383049145707,11280,C2_d78_s36,11268,0.0,487.16906809183115,1.0105152415022758,0.0,0.0,0.0,5.955976833414414,5.955976833414414
11281,C2,P1,Q43,0.0,0.0,1109.6747666666668,626.8709166666666,1.2356,3337.383049145707,2872.443746154746,2872.443746154746,11280,C2_d78_s36,11268,0.0,418.445372691865,64.35847730813515,0.0,0.0,0.0,397.60667280965896,397.60667280965896
11282,C2,P1,Q43,0.0,0.0,1101.1000166666665,662.7286166666667,1.1876,2872.443746154746,2497.2017600513786,2497.2017600513786,11280,C2_d78_s36,11268,0.0,337.7177874930305,100.65361250696935,0.0,0.0,0.0,597.681151066384,597.681151066384
11283,C2,P1,Q43,0.0,0.0,1114.545,703.3874999999999,1.1569,2497.2017600513786,2136.896330636184,2136.896330636184,11280,C2_d78_s36,11268,0.0,324.27488647367534,86.8826135263248,0.0,0.0,0.0,502.5724779430259,502.5724779430259
11284,C2,P1,Q43,0.0,0.0,1108.296,775.6238166666667,1.0869,2136.896330636184,1849.7334148959874,1849.7334148959874,11280,C2_d78_s36,11268,0.0,258.44662416617683,74.22555916715652,0.0,0.0,0.0,403.3788012939121,403.3788012939121
11285,C2,P1,Q43,0.0,0.0,1117.5889166666666,839.5837833333334,1.0527,1849.7334148959874,1615.9383227814244,1615.9383227814244,11280,C2_d78_s36,11268,0.0,210.4155829031067,67.58955043022652,0.0,0.0,0.0,355.7575986894973,355.7575986894973
11286,C2,P1,Q43,0.0,0.0,1126.3016666666667,863.4812499999999,1.068,1615.9383227814244,1407.7120274794736,1407.7120274794736,11286,C2_d78_s36,11268,0.0,187.40366577175573,75.41675089491108,0.0,0.0,0.0,402.7254497788251,402.7254497788251
11287,C2,P1,Q43,0.0,0.0,1082.3667333333333,861.0829666666667,1.0672,1407.7120274794736,1274.0200063207235,1274.0200063207235,11286,C2_d78_s36,11268,0.0,120.32281904287508,100.96094762379148,0.0,0.0,0.0,538.7276165205514,538.7276165205514
11288,C2,P1,Q43,0.0,0.0,1072.7398666666666,922.2215,1.0563,1274.0200063207235,1215.7721901200766,1215.7721901200766,11286,C2_d78_s36,11268,0.0,52.42303458058218,98.09533208608438,0.0,0.0,0.0,518.0904964126547,518.0904964126547
11289,C2,P1,Q43,0.0,0.0,1095.1416666666667,1017.9562500000001,1.0344,1215.7721901200766,1205.6278589067558,1205.6278589067558,11286,C2_d78_s36,11268,0.0,9.12989809198873,68.05551857467785,0.0,0.0,0.0,351.9831420682338,351.9831420682338
11290,C2,P1,Q43,0.0,0.0,1066.5605833333334,1030.4658333333334,0.9937,1205.6278589067558,1205.6278589067558,1227.6815821961486,11286,C2_d78_s36,11268,0.0,0.0,36.094749999999976,0.0,0.0,0.0,179.3367653749999,179.3367653749999
11291,C2,P1,Q43,0.0,0.0,1074.3216833333333,1033.0643333333335,0.9971,1205.6278589067558,1205.6278589067558,1277.1459581611596,11286,C2_d78_s36,11268,0.0,0.0,41.25734999999986,0.0,0.0,0.0,205.6885184249993,205.6885184249993
11292,C2,P1,Q43,0.0,0.0,1116.2383333333335,1071.03125,1.0131,1205.6278589067558,1205.6278589067558,1268.1784749255885,11292,C2_d78_s36,11268,0.0,0.0,45.20708333333346,0.0,0.0,0.0,228.9964806250006,228.9964806250006
11293,C2,P1,Q43,0.0,0.0,1096.3326,1112.54135,0.948,1205.6278589067558,1220.2157339067558,1360.3147130826237,11292,C2_d78_s36,11268,16.20875000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11294,C2,P1,Q43,0.0,0.0,1074.2128666666667,1129.0006666666666,0.9058,1220.2157339067558,1269.5247539067557,1476.9111744309234,11292,C2_d78_s36,11268,54.787799999999834,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11295,C2,P1,Q43,0.0,0.0,1078.935,1146.5125,0.9279,1269.5247539067557,1330.3445039067558,1613.3295218294272,11292,C2_d78_s36,11268,67.5775000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11296,C2,P1,Q43,0.0,0.0,1075.7058833333333,1211.41895,0.927,1330.3445039067558,1452.4862639067558,1783.624212117901,11292,C2_d78_s36,11268,135.7130666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11297,C2,P1,Q43,0.0,0.0,1058.7226666666668,1242.5592333333334,0.7628,1452.4862639067558,1617.9391739067557,1986.4928817722412,11292,C2_d78_s36,11268,183.8365666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11298,C2,P1,Q43,508.62450071281853,88.54324189707393,1046.6499999999999,1210.5,0.544,1617.9391739067557,1845.0930916141224,1920.4198359725854,11298,C2_d78_s36,11268,252.39324189707418,0.0,0.0,0.0,48.167523592008216,114.26210239788254,0.0,162.42962598989075
11299,C2,P1,Q43,517.9470765018606,0.0,1060.3406,1170.2779833333334,0.5346,1845.0930916141224,1944.0367366141224,2160.950959620911,11298,C2_d78_s36,11268,109.9373833333334,0.0,0.0,0.0,0.0,138.44725354894732,0.0,138.44725354894732
11300,C2,P1,Q43,0.0,0.0,1065.63955,1175.4807,0.5872,1944.0367366141224,2042.8937716141224,2437.868523894269,11298,C2_d78_s36,11268,109.84114999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11301,C2,P1,Q43,493.06753112777585,483.1309894611089,1060.0166666666667,1219.59375,0.577,2042.8937716141224,2621.331037129121,3187.868523894269,11298,C2_d78_s36,11268,642.7080727944424,0.0,0.0,0.0,278.76658091905983,2.866692270833408,0.0,281.63327318989326
11302,C2,P1,Q43,520.6620846713864,0.0,1070.6712666666667,1250.9388833333335,0.5241,2621.331037129121,2783.571892129121,3504.345232690021,11298,C2_d78_s36,11268,180.26761666666675,0.0,0.0,0.0,0.0,136.4394992881368,0.0,136.4394992881368
11303,C2,P1,Q43,529.8664451034596,0.0,1063.2702666666667,1272.5053833333334,0.5111,2783.571892129121,2971.8834971291208,3838.6677145969074,11298,C2_d78_s36,11268,209.23511666666673,0.0,0.0,0.0,0.0,135.4073700461891,0.0,135.4073700461891
11304,C2,P1,Q43,514.0904084748379,549.4083251415045,1028.0533333333333,1303.075,0.5158,2971.8834971291208,3713.870489756475,3721.8834971291208,11304,C2_d78_s72,11304,824.4299918081713,0.0,0.0,0.0,283.38481410798806,9.108490708333326,0.0,292.49330481632137
11305,C2,P1,Q43,538.6312089920566,532.5303228809457,993.1352666666667,1347.1565833333334,0.4519,3713.870489756475,4463.870489756475,4471.883497129121,11304,C2_d78_s72,11304,833.3333333333334,0.0,0.0,53.218306214279096,240.6504529098994,1.3784952168055005,0.0,242.0289481267049
11306,C2,P1,Q43,567.3422913151519,519.8226024262628,975.87165,1348.42845,0.4435,4463.870489756475,5213.870489756475,5221.883497129121,11304,C2_d78_s72,11304,833.3333333333334,0.0,0.0,59.04606909292954,230.54132417604757,10.537491011111147,0.0,241.0788151871587
11307,C2,P1,Q43,222.1202870329201,509.2195910433006,980.61,1284.89375,0.4915,5213.870489756475,5946.023496695445,5971.883497129121,11304,C2_d78_s72,11304,813.5033410433006,0.0,0.0,0.0,250.28142899778226,70.55465396055102,0.0,320.8360829583333
11308,C2,P1,Q43,658.2081293073168,527.8508348628723,1001.0465666666668,1200.876,0.4972,5946.023496695445,6600.93573807203,6721.883497129121,11304,C2_d78_s72,11304,727.6802681962055,0.0,0.0,0.0,262.44743509382005,32.4068233988889,0.0,294.85425849270894
11309,C2,P1,Q43,0.0,99.62524665458216,1028.0591333333334,1201.1573666666666,0.6604,6600.93573807203,6846.386870061154,7062.9441344361885,11304,C2_d78_s72,11304,272.7234799879154,0.0,0.0,0.0,65.79251289068606,32.89625644534303,0.0,98.68876933602908
11310,C2,P1,Q43,0.0,0.0,1058.5633333333333,1254.3,0.9001,6846.386870061154,7022.549870061153,7074.236027878364,11310,C2_d78_s72,11304,195.73666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11311,C2,P1,Q43,0.0,0.0,1085.1036000000001,1223.1791666666666,0.9125,7022.549870061153,7146.817880061153,7266.317937647283,11310,C2_d78_s72,11304,138.07556666666642,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11312,C2,P1,Q43,9.465591645117229,9.465591645117229,1059.8052500000001,1150.1056333333333,0.919,7146.817880061153,7236.607257541758,7444.2821576472825,11310,C2_d78_s72,11304,99.76597497845046,0.0,0.0,0.0,8.698878721862734,0.0,0.0,8.698878721862734
11313,C2,P1,Q43,15.371420699272221,15.371420699272221,1006.5500000000001,1101.66875,0.9817,7236.607257541758,7336.048411171103,7615.290782647282,11310,C2_d78_s72,11304,110.4901706992722,0.0,0.0,0.0,15.090123700475539,0.0,0.0,15.090123700475539
11314,C2,P1,Q43,0.0,0.0,1004.8308000000001,1107.0299166666666,0.9361,7336.048411171103,7428.027616171103,7748.22027338061,11310,C2_d78_s72,11304,102.19911666666655,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11315,C2,P1,Q43,34.06140029976348,34.06140029976348,1029.6302166666667,1134.42295,0.8829,7428.027616171103,7552.9963364408895,7905.3177083806095,11310,C2_d78_s72,11304,138.85413363309658,0.0,0.0,0.0,30.072810324661173,0.0,0.0,30.072810324661173
11316,C2,P1,Q43,0.0,0.0,1046.67,1133.325,0.8924,7552.9963364408895,7630.985836440889,7674.811810963815,11316,C2_d78_s72,11304,86.65499999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11317,C2,P1,Q43,0.0,0.0,1047.24705,1075.6022833333334,0.9351,7630.985836440889,7656.50554644089,7736.754886769021,11316,C2_d78_s72,11304,28.355233333333445,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11318,C2,P1,Q43,0.0,0.0,1052.4853333333333,1033.9314333333334,0.9817,7656.50554644089,7656.50554644089,7754.445882618485,11316,C2_d78_s72,11304,0.0,0.0,18.553899999999885,0.0,0.0,0.0,91.07181814999944,91.07181814999944
11319,C2,P1,Q43,0.0,0.0,1058.7983333333334,1019.28125,1.0267,7656.50554644089,7656.50554644089,7754.445882618485,11316,C2_d78_s72,11304,0.0,0.0,39.5170833333334,0.0,0.0,0.0,202.860947291667,202.860947291667
11320,C2,P1,Q43,0.0,0.0,1043.2368833333333,972.9436000000001,1.0547,7656.50554644089,7656.50554644089,7754.445882618485,11316,C2_d78_s72,11304,0.0,0.0,70.29328333333319,0.0,0.0,0.0,370.6916296583326,370.6916296583326
11321,C2,P1,Q43,0.0,0.0,1031.6857666666667,905.3272499999999,0.9267,7656.50554644089,7656.50554644089,7754.445882618485,11316,C2_d78_s72,11304,0.0,0.0,126.35851666666679,0.0,0.0,0.0,585.4821869750006,585.4821869750006
11322,C2,P1,Q43,1219.6075902117595,1002.113173545093,1026.1066666666668,845.4625,0.7137,7656.50554644089,8395.827652631473,8406.50554644089,11322,C2_d78_s72,11304,821.4690068784262,0.0,0.0,0.0,715.2081719591329,77.61288258749995,0.0,792.8210545466328
11323,C2,P1,Q43,992.9265035155997,992.9265035155997,1006.5609833333333,809.2424166666666,0.6525,8395.827652631473,9111.874795795513,9116.379220003671,11322,C2_d78_s72,11304,795.6079368489332,0.0,0.0,0.0,647.8845435439288,0.0,0.0,647.8845435439288
11324,C2,P1,Q43,442.2225877029505,442.2225877029505,1009.11315,760.3063833333334,0.6799,9111.874795795513,9285.949034728168,9292.053585003672,11322,C2_d78_s72,11304,193.415821036284,0.0,0.0,0.0,300.667137379236,0.0,0.0,300.667137379236
11325,C2,P1,Q43,489.09816580285553,489.09816580285553,1031.28,691.1374999999999,0.7301,9285.949034728168,9420.009133950738,9457.692645003672,11322,C2_d78_s72,11304,148.9556658028555,0.0,0.0,0.0,357.0905708526648,0.0,0.0,357.0905708526648
11326,C2,P1,Q43,551.5428850987512,551.5428850987512,1032.5620166666665,629.77975,0.805,9420.009133950738,9553.893690539615,9613.296400003672,11322,C2_d78_s72,11304,148.76061843208458,0.0,0.0,0.0,443.99202250449474,0.0,0.0,443.99202250449474
11327,C2,P1,Q43,587.5637243247111,587.5637243247111,1031.0229333333334,578.5704833333333,0.8788,9553.893690539615,9675.493837431855,9758.864850003672,11322,C2_d78_s72,11304,135.11127432471108,0.0,0.0,0.0,516.3510009365561,0.0,0.0,516.3510009365561
11328,C2,P1,Q43,608.162774078018,608.162774078018,1033.3616666666667,526.0375,0.9089,9675.493837431855,9766.248584102072,9811.026982431855,11328,C2_d78_s72,11304,100.8386074113514,0.0,0.0,0.0,552.7591453595105,0.0,0.0,552.7591453595105
11329,C2,P1,Q43,647.935693168056,647.935693168056,1025.5623833333334,463.3008333333333,0.8767,9766.248584102072,9843.355312953321,9927.623519931854,11328,C2_d78_s72,11304,85.67414316805593,0.0,0.0,0.0,568.0452222004348,0.0,0.0,568.0452222004348
11330,C2,P1,Q43,692.441039318288,692.441039318288,1016.9598666666667,417.89265,0.8888,9843.355312953321,9927.39175333978,10025.283449931854,11328,C2_d78_s72,11304,93.37382265162125,0.0,0.0,0.0,615.4415957460943,0.0,0.0,615.4415957460943
11331,C2,P1,Q43,722.8718309464405,722.8718309464405,1019.8249999999999,389.06874999999997,0.9441,9927.39175333978,10010.295776191577,10104.006772431854,11328,C2_d78_s72,11304,92.11558094644045,0.0,0.0,0.0,682.4632955965345,0.0,0.0,682.4632955965345
11332,C2,P1,Q43,753.1740142029939,753.1740142029939,1034.9158166666666,346.1802666666667,0.946,10010.295776191577,10068.290393974272,10163.793487431854,11328,C2_d78_s72,11304,64.43846420299406,0.0,0.0,0.0,712.5026174360322,0.0,0.0,712.5026174360322
11333,C2,P1,Q43,784.3571413650621,784.3571413650621,1031.6998333333333,288.97555,0.9677,10068.290393974272,10105.759966202828,10204.643594931855,11328,C2_d78_s72,11304,41.6328580317288,0.0,0.0,0.0,759.0224056989706,0.0,0.0,759.0224056989706
11334,C2,P1,Q43,813.1849578469055,813.1849578469055,1017.0316666666666,229.61875,1.0139,10105.759966202828,10128.954803265044,10127.673466202828,11334,C2_d78_s72,11304,25.772041180238944,0.0,0.0,0.0,824.4882287609774,0.0,0.0,824.4882287609774
11335,C2,P1,Q43,854.4040273821975,854.4040273821975,1023.8828166666667,180.65036666666666,1.0152,10128.954803265044,10139.00922290902,10145.934716202828,11334,C2_d78_s72,11304,11.171577382197484,0.0,0.0,0.0,867.390968598407,0.0,0.0,867.390968598407
11336,C2,P1,Q43,881.6306912968835,881.6306912968835,1012.5022333333333,138.64705,1.0487,10139.00922290902,10146.007180076216,10160.543716202828,11334,C2_d78_s72,11304,7.77550796355024,0.0,0.0,0.0,924.5661059630417,0.0,0.0,924.5661059630417
11337,C2,P1,Q43,928.3591219480475,928.3591219480475,1004.2800000000001,99.55624999999999,1.0879,10146.007180076216,10167.279014829459,10171.500466202828,11334,C2_d78_s72,11304,23.635371948047464,0.0,0.0,0.0,1009.9618887672809,0.0,0.0,1009.9618887672809
11338,C2,P1,Q43,1010.5440290014714,1010.5440290014714,1035.5736,62.482850000000006,1.0391,10167.279014829459,10200.986965930782,10178.804966202828,11334,C2_d78_s72,11304,37.4532790014714,0.0,0.0,0.0,1050.0563005354288,0.0,0.0,1050.0563005354288
