date,slots,emergency_slots,emergency_kwh,emergency_yuan,planned_kwh,planned_yuan
2025-02-27,144,6,619.05883669607,2993.089540822493,74720.72072310995,45874.69711569866
2025-02-28,144,0,0.0,0.0,34243.4859131271,18015.530462442875
2025-03-01,144,0,0.0,0.0,34997.85150035251,18468.254723072332
2025-03-02,144,2,925.867504467,6410.068834044272,78102.83922727525,48358.25953380117
2025-03-03,144,9,1059.107340649,6070.172171506915,76495.82224064997,47085.45577034074
2025-03-04,144,0,0.0,0.0,79260.01852674187,49107.77282049306
2025-03-05,144,0,0.0,0.0,78595.62221433307,48564.87414398512
2025-03-06,144,0,0.0,0.0,73966.9689188817,45520.932457228475
2025-03-07,144,0,0.0,0.0,32563.559390252503,17001.10364480458
2025-03-08,144,3,204.71307757433,785.3715137759767,30873.600308954898,16176.94153064723
2025-03-09,144,0,0.0,0.0,74241.00180172952,45355.870158677164
2025-03-10,144,3,343.42285162963003,2349.500203185625,71485.70752128298,43860.65660754827
2025-03-11,144,0,0.0,0.0,74638.18144422601,45506.76316190685
2025-03-12,144,0,0.0,0.0,71814.841264174,43845.97022720358
2025-03-13,144,6,1301.4104594437001,8142.598760822695,70787.66720156997,43177.79130868394
2025-03-14,144,0,0.0,0.0,31158.3859614631,16410.990117591613
2025-03-15,144,4,455.29041698629993,1737.8161161075054,29994.9394571912,15851.903906274732
2025-03-16,144,1,1.64,7.46118,73042.34500392414,44408.0728362343
2025-03-17,144,0,0.0,0.0,72167.43740034399,44064.4804433757
2025-03-18,144,6,663.4300197365999,3283.1438151752764,67916.151527537,41052.05129189254
2025-03-19,144,3,345.3511597597,1682.9210456511596,68424.50631386589,41392.18610031302
2025-03-20,144,0,0.0,0.0,67422.78065860199,40958.56517712426
2025-03-21,144,3,249.4453292343,965.4111103946044,29352.575398311157,15400.064356450435
2025-03-22,144,0,0.0,0.0,30522.960668417556,15904.723945397634
2025-03-23,144,0,0.0,0.0,67836.615232319,41112.41693424642
2025-03-24,144,0,0.0,0.0,66490.08892793172,40286.435091102954
2025-03-25,144,0,0.0,0.0,66227.59972376698,40032.336449998125
2025-03-26,144,0,0.0,0.0,66705.555760503,40200.56262061146
2025-03-27,144,0,0.0,0.0,66641.067880967,40321.195109988
2025-03-28,144,0,0.0,0.0,29365.028452858714,15229.40176342087
2025-03-29,144,0,0.0,0.0,29759.411001277644,15388.061754845105
2025-03-30,144,0,0.0,0.0,63299.24765258998,38208.051185417695
2025-03-31,144,1,79.3220669157,553.3507388039233,62334.55007598699,37715.118869921185
2025-04-01,144,3,748.0095453489099,5209.334224639637,63497.33873524233,38275.49333750026
2025-04-02,144,10,1588.2896257186699,7918.762259447761,63814.1656862949,38236.831169350095
2025-04-03,144,0,0.0,0.0,66410.816265355,39791.25169181345
2025-04-04,144,0,0.0,0.0,28796.220820278406,14796.069723653343
2025-04-05,144,0,0.0,0.0,28955.607926301807,14845.962369106257
2025-04-06,144,0,0.0,0.0,65738.34882456782,39311.85667175289
2025-04-07,144,0,0.0,0.0,64246.452601727,38371.92218043751
2025-04-08,144,0,0.0,0.0,65155.13617063299,38907.611811521136
2025-04-09,144,2,278.46478481413,1940.9437580511785,63567.353902168696,38101.09434352598
2025-04-10,144,0,0.0,0.0,64545.080937006,38568.27539099134
2025-04-11,144,0,0.0,0.0,27971.79090896639,14231.64987810006
2025-04-12,144,0,0.0,0.0,29020.349370199187,14817.199167911756
2025-04-13,144,0,0.0,0.0,62481.59792755001,37286.59627697386
2025-04-14,144,0,0.0,0.0,61792.40097128102,36826.434198503346
2025-04-15,144,0,0.0,0.0,62933.7666533833,37589.94952859981
2025-04-16,144,0,0.0,0.0,62420.71973134199,37258.61046314248
2025-04-17,144,0,0.0,0.0,61614.31920804104,36859.812046620216
2025-04-18,144,0,0.0,0.0,27367.027000658098,13831.783849253698
2025-04-19,144,0,0.0,0.0,27085.81313101131,13734.656876949348
2025-04-20,144,0,0.0,0.0,60354.75484811122,35985.4141194116
2025-04-21,144,0,0.0,0.0,60305.03385512829,35823.27071737595
2025-04-22,144,0,0.0,0.0,58430.652011478596,35050.78555887407
2025-04-23,144,0,0.0,0.0,61127.60932774079,36299.93900749896
2025-04-24,144,0,0.0,0.0,59087.283567419116,35307.91688302406
2025-04-25,144,0,0.0,0.0,26145.80603542332,12919.215563246693
2025-04-26,144,0,0.0,0.0,26159.5983667979,12867.185209559791
2025-04-27,144,2,888.210248503,6154.873675636894,55071.35283656576,32621.965324123532
2025-04-28,144,8,3703.078715304747,25045.620593539916,57311.43563174152,34154.06136813387
2025-04-29,144,1,238.339276491,1662.654792801216,58978.51114238875,35017.738000012156
2025-04-30,144,0,0.0,0.0,57571.45414170058,34294.08788134537
2025-05-01,144,21,2140.62990827685,11421.790943353128,56139.09325504066,33711.92834411713
2025-05-02,144,21,2104.7563539116504,11267.034134801706,26736.36655179399,13349.877983092028
2025-05-03,144,10,912.64934410416,4913.793456744573,27954.705979095892,14086.136619059525
2025-05-04,144,13,868.78799306467,4898.3070423965955,61081.45193423981,36403.70874816077
2025-05-05,144,2,436.63051025788,3030.558517193187,61622.5454192544,36997.524593733455
2025-05-06,144,12,692.7843731399499,3136.4550813382757,61842.903466063995,37036.29473574018
2025-05-07,144,1,537.827247665,3751.8828797110395,63754.464533157014,38144.00621132766
2025-05-08,144,1,35.99925,243.22893262500003,65649.08580317932,40161.69496890349
2025-05-09,144,0,0.0,0.0,28432.27155733752,15346.306175013016
2025-05-10,144,0,0.0,0.0,28702.0817957432,15450.354841847373
2025-05-11,144,2,41.1807166667,277.361039458558,63959.23404653401,38803.91453713557
2025-05-12,144,0,0.0,0.0,64632.04036285838,39164.42582560035
2025-05-13,144,0,0.0,0.0,64055.90042166713,38888.187096248745
2025-05-14,144,0,0.0,0.0,64697.31281227199,39176.95688701519
2025-05-15,144,0,0.0,0.0,65082.167465092054,40076.74651140503
2025-05-16,144,0,0.0,0.0,27078.35329521746,15130.830397307964
2025-05-17,144,0,0.0,0.0,29306.146005065697,16146.331269542734
2025-05-18,144,0,0.0,0.0,62626.33742435396,38720.06030167003
2025-05-19,144,1,67.0033333333,451.9039816664419,61790.65423821786,37954.51775842061
2025-05-20,144,0,0.0,0.0,61648.68760551419,37914.547573473115
2025-05-21,144,0,0.0,0.0,61785.418405383556,37989.47527399274
2025-05-22,144,1,2.57,17.333365,60362.375836944804,37016.936969853705
2025-05-23,144,0,0.0,0.0,26636.842684069703,14588.547645804376
2025-05-24,144,0,0.0,0.0,28343.818009129904,15421.918987879804
2025-05-25,144,0,0.0,0.0,60704.74982436286,37276.41830985794
2025-05-26,144,0,0.0,0.0,59980.52177044086,36868.528671486085
2025-05-27,144,0,0.0,0.0,59539.34935600339,36655.04048188871
2025-05-28,144,0,0.0,0.0,60601.48305013365,37028.63112198033
2025-05-29,144,1,17.8174333333,119.77769558310925,58734.335827848576,35787.49171153442
2025-05-30,144,0,0.0,0.0,27408.762804099293,14649.038503972866
2025-05-31,144,0,0.0,0.0,27777.453518074402,14926.21611753133
2025-06-01,144,37,11270.8682514269,70289.99515075679,61320.41700138062,37187.464086662425
2025-06-02,144,34,9012.393944251251,55396.00200915926,63490.16379588537,38433.05813595286
2025-06-03,144,6,143.40424124629,717.5547665293087,77009.0977749116,47298.91432618939
2025-06-04,144,5,149.78178581743998,983.263838745505,77714.73018013436,47836.29363315418
2025-06-05,144,7,245.01887858856003,1327.0038024793969,79625.17436551806,49370.457869614685
2025-06-06,144,6,1373.88115658918,8955.692087153524,35830.71711649,20227.37994636992
2025-06-07,144,0,0.0,0.0,39442.9053918821,22335.962131972854
2025-06-08,144,0,0.0,0.0,94059.47916278799,59918.12436020199
2025-06-09,144,1,27.3162197725,184.23424425562624,81062.9892499466,51016.83867382823
2025-06-10,144,0,0.0,0.0,83492.95067018016,52370.75026811653
2025-06-11,144,4,363.4980842682,1919.8969406226552,82742.7412907966,51766.63707663531
2025-06-12,144,0,0.0,0.0,86583.72404013594,54727.006680956656
2025-06-13,144,0,0.0,0.0,35230.44198469532,20677.649891863817
2025-06-14,144,0,0.0,0.0,37239.9496369258,21777.611608819283
2025-06-15,144,0,0.0,0.0,91425.4984917192,58345.453547682206
2025-06-16,144,0,0.0,0.0,85019.88659343203,54536.32615791552
2025-06-17,144,0,0.0,0.0,85497.57414554541,54588.91672102477
2025-06-18,144,0,0.0,0.0,86473.0084786288,54833.253425162075
2025-06-19,144,2,22.371637465163,150.8117266052432,84309.31541518217,53616.41409776802
2025-06-20,144,0,0.0,0.0,34892.91971351753,21206.75514063869
2025-06-21,144,0,0.0,0.0,36167.48232214509,21552.77359513397
2025-06-22,144,0,0.0,0.0,79119.55191187789,49784.69663053129
2025-06-23,144,0,0.0,0.0,78750.5856941864,49295.68253587307
2025-06-24,144,13,3912.43673767384,21833.742720444297,76958.10727924839,48002.93306124412
2025-06-25,144,0,0.0,0.0,81116.81425166795,50753.320001200096
2025-06-26,144,2,18.640783070559998,125.95128158216994,80169.96790474102,50383.1580570538
2025-06-27,144,0,0.0,0.0,33004.94082687451,19369.18544778962
2025-06-28,144,0,0.0,0.0,34262.2606690574,19761.564671076358
2025-06-29,144,1,9.64839405392,65.23761639558008,79108.24336510025,49205.962715644666
2025-06-30,144,2,79.3365163064,534.379238010668,78150.05906560253,48875.341677589684
2025-07-01,144,39,4831.045263895199,24469.14488985512,78267.74772761369,48617.29342745188
2025-07-02,144,21,896.9800501085199,4786.313467165768,85166.26039724001,53420.412019495896
2025-07-03,144,6,129.6757639134703,756.6528910532334,87963.07989030369,55619.9638297287
2025-07-04,144,8,181.63014363157,849.2710081347335,43491.2454192709,25703.833099368105
2025-07-05,144,0,0.0,0.0,43914.25660487391,25702.403298434052
2025-07-06,144,10,2771.12467178195,18849.868901403283,83932.79192220897,52520.758581375514
2025-07-07,144,3,57.945070790680006,391.1100365047819,87201.15742357774,55087.30824722548
2025-07-08,144,0,0.0,0.0,96781.58826438194,62081.54000041346
2025-07-09,144,1,14.0453217172,94.68653635650381,83508.67847119451,53661.858166355305
2025-07-10,144,2,38.8802487943,261.99994181275656,85132.62566363606,54226.23170098366
2025-07-11,144,2,19.79741540983,74.23903427970484,41827.554024791,25302.855429967698
2025-07-12,144,0,0.0,0.0,44349.970583069095,26375.84027937937
2025-07-13,144,2,49.4977601707,333.12634562244216,85517.69891524102,53926.05505651921
2025-07-14,144,3,63.9065790658,430.91419921522663,82186.07413288798,51823.299789525634
2025-07-15,144,0,0.0,0.0,97398.47166022603,62669.975223889734
2025-07-16,144,0,0.0,0.0,86002.05010959305,55454.82908917592
2025-07-17,144,0,0.0,0.0,87855.65573870602,56318.14917247701
2025-07-18,144,0,0.0,0.0,43740.11094294131,27188.144256971726
2025-07-19,144,0,0.0,0.0,45182.182354181714,27622.825250955615
2025-07-20,144,0,0.0,0.0,85666.57885776102,54342.18018442786
2025-07-21,144,0,0.0,0.0,86234.07192708501,55187.95631875466
2025-07-22,144,1,0.32889614093,2.2170888860091305,84922.116711827,54115.31209416717
2025-07-23,144,0,0.0,0.0,85508.86723084198,54226.92415605347
2025-07-24,144,0,0.0,0.0,85032.54798832902,53934.315515869945
2025-07-25,144,0,0.0,0.0,41028.1204324803,25127.814520513908
2025-07-26,144,0,0.0,0.0,43886.91184764622,26454.676377849555
2025-07-27,144,3,233.05879316659997,1158.693687755745,84040.36592993898,52947.24088534897
2025-07-28,144,0,0.0,0.0,83504.14165745201,53037.62939148623
2025-07-29,144,2,45.32511010638,306.51987801837475,84464.97075192833,53424.739680878716
2025-07-30,144,0,0.0,0.0,82149.828018131,51730.49147132252
2025-07-31,144,5,25.41564721585,173.04129327467402,82438.77045018201,51750.65573331435
2025-08-01,144,10,592.23815640917,2784.3915117530237,38930.0024874322,23210.471963136588
2025-08-02,144,0,0.0,0.0,42962.334665181974,25646.838777815927
2025-08-03,144,12,331.34090728470005,1631.0757957241217,77271.97666153403,48557.81642738144
2025-08-04,144,1,29.7943514853,200.60536855052493,75338.06754451126,47571.51531512783
2025-08-05,144,0,0.0,0.0,74154.56756884899,46968.513488056895
2025-08-06,144,5,1019.6357653468781,7031.386183591832,74036.625832926,46770.477362202066
2025-08-07,144,1,20.4233329088,137.9902487983072,76612.96806796288,48375.58356662096
2025-08-08,144,0,0.0,0.0,39519.13330768769,23487.50657601739
2025-08-09,144,0,0.0,0.0,38697.12140625303,22858.916217304715
2025-08-10,144,0,0.0,0.0,73581.961898022,46717.25291298566
2025-08-11,144,6,99.05972287376,667.7573024171894,74536.64183961351,47323.67416450468
2025-08-12,144,7,839.65018585596,5827.310888392245,72538.02829959804,46003.33583907149
2025-08-13,144,3,75.6128810792,512.846995179326,75092.30492399097,47533.80501910853
2025-08-14,144,3,70.6976067103,483.69360629108894,73658.05489300203,46710.74328282988
2025-08-15,144,0,0.0,0.0,39414.18726241861,23462.685995263037
2025-08-16,144,0,0.0,0.0,38987.95499841319,23016.91739759952
2025-08-17,144,3,37.47199067103,252.1451493033842,71627.6267177642,45745.874560827186
2025-08-18,144,5,186.7486154489,1268.1157864726902,71336.290664333,45547.29629864272
2025-08-19,144,3,146.9370787316,991.0786360067941,71594.02303462401,45693.653328636894
2025-08-20,144,14,2768.3875798189,17592.059409815833,72292.66485930014,46039.385706223635
2025-08-21,144,1,8.06926991972,54.42319097355154,75819.56031958201,47859.87514561813
2025-08-22,144,6,297.4170357406,1592.089930648375,38796.042713193405,22981.899218150087
2025-08-23,144,0,0.0,0.0,40262.35968848299,23772.762114273773
2025-08-24,144,0,0.0,0.0,74828.39693312797,47438.14604753625
2025-08-25,144,2,1305.6205346709999,8992.763565020823,73576.447680716,46981.705276774046
2025-08-26,144,0,0.0,0.0,76170.78432120904,48342.68945717831
2025-08-27,144,2,8.29528507916,55.862689519658524,74585.70334253913,47625.3259068881
2025-08-28,144,4,103.5949770105,706.6024706520659,75568.50890037995,48188.96215256731
2025-08-29,144,0,0.0,0.0,40908.3469654893,24507.075713868897
2025-08-30,144,0,0.0,0.0,41106.13333329061,24519.091230645176
2025-08-31,144,2,27.02836444817,183.3926664064894,75797.19216988786,48236.28893784812
2025-09-01,144,0,0.0,0.0,75286.06942369802,48042.84241228468
2025-09-02,144,0,0.0,0.0,60803.88513434811,39415.83844200987
2025-09-03,144,0,0.0,0.0,62033.490631522924,39597.63815998391
2025-09-04,144,0,0.0,0.0,63436.423957168394,40414.552637979345
2025-09-05,144,0,0.0,0.0,30324.395390677997,17708.477815638307
2025-09-06,144,0,0.0,0.0,31670.404312405637,18156.40769325747
2025-09-07,144,0,0.0,0.0,60570.638975479465,38520.19108749132
2025-09-08,144,42,10153.232261638195,60024.35486488493,50423.723189269804,31539.548994516
2025-09-09,144,2,293.28068658166995,2045.3826151437288,61557.93301514993,38296.4916612623
2025-09-10,144,15,4409.7301100497,27941.137600587816,60654.57966373058,37920.49690179947
2025-09-11,144,0,0.0,0.0,63059.30906386979,39196.68339090354
2025-09-12,144,19,1425.70189091188,5473.434440136536,29613.000401448997,16467.82141937465
2025-09-13,144,0,0.0,0.0,32308.986320133008,17962.823785216548
2025-09-14,144,4,1022.6439569903499,6970.656185462632,62797.218408633395,39132.65306064529
2025-09-15,144,36,6535.8024620872175,35846.439477700624,54229.938270998595,32963.24029809174
2025-09-16,144,30,3818.8731893090708,21335.862941314033,59518.66298659101,36432.955894299186
2025-09-17,144,26,3477.72747746983,19772.819083788552,60541.01638551528,37192.15618077027
2025-09-18,144,24,2939.0032931341198,16753.234981978516,60230.57246724839,37087.89313802872
2025-09-19,144,29,2700.3404982291204,11532.674131305062,29019.549457548896,15825.936400479079
2025-09-20,144,10,1634.6929352555999,8715.771376818357,30496.6776030646,16405.79659922568
2025-09-21,144,7,828.6310440244,5277.185246497703,66308.56461875232,40511.38215204207
2025-09-22,144,10,787.3200643565,4608.675908510218,66951.4567810587,41405.956391467895
2025-09-23,144,9,604.49522221107,3708.662972665012,69218.110166377,42819.85108950055
2025-09-24,144,0,0.0,0.0,69610.99780615838,43140.04221646795
2025-09-25,144,4,94.81492022009999,474.1910834084583,68621.228368959,42665.140582403445
2025-09-26,144,0,0.0,0.0,32313.970629279855,17952.44618643855
2025-09-27,144,6,288.4343291676,1489.092592386216,33639.12503848579,18537.135980624527
2025-09-28,144,1,5.86833333333,39.5613691666442,71587.75312165199,44174.972488092775
2025-09-29,144,2,11.06794259379,64.72416170930472,72986.46246149256,45669.53342447259
2025-09-30,144,1,31.41115,212.229434975,72634.77512259029,45469.69865414461
2025-10-01,144,0,0.0,0.0,72960.97760439446,45387.384809575364
2025-10-02,144,0,0.0,0.0,71920.84132603527,45283.373819224034
2025-10-03,144,0,0.0,0.0,28478.290548928795,15781.475957806348
2025-10-04,144,0,0.0,0.0,31119.908041514598,17135.959161341485
2025-10-05,144,0,0.0,0.0,65013.664156615,40294.04601985224
2025-10-06,144,0,0.0,0.0,66454.73340366363,41591.8026170578
2025-10-07,144,0,0.0,0.0,66578.4616950306,41579.05396098545
2025-10-08,144,5,393.24098623554994,2508.093845273757,60989.027374056815,37117.96205399555
2025-10-09,144,2,132.4543739498,896.0043560868182,65014.98206863064,39453.72479574095
2025-10-10,144,9,203.10198305095,480.4912638804429,30128.392110685112,15616.303284117044
2025-10-11,144,0,0.0,0.0,32871.527589100704,17159.92011798558
2025-10-12,144,1,20.9299333333,98.0358077331772,65287.09245858498,39927.908617255365
2025-10-13,144,0,0.0,0.0,68255.13041650072,41978.48542464571
2025-10-14,144,0,0.0,0.0,66940.63017117722,41230.74076409837
2025-10-15,144,12,919.557283545915,5885.245979053676,65375.696577297604,39724.66104183008
2025-10-16,144,10,1544.3220372475441,10418.818723380095,68100.08893747465,41466.845832919054
2025-10-17,144,8,228.73444616063998,854.1413249288514,32303.244940751014,16841.904008960057
2025-10-18,144,0,0.0,0.0,32955.4693205566,17103.51961602207
2025-10-19,144,4,735.19692579588,5100.892428892516,70868.40774923521,43169.839951292284
2025-10-20,144,5,328.47085294344004,1576.5170490987098,71920.10478676093,44267.23133124986
2025-10-21,144,0,0.0,0.0,73529.16975220444,45116.31863649397
2025-10-22,144,0,0.0,0.0,75213.46105169956,46230.036555578394
2025-10-23,144,0,0.0,0.0,75806.54696264441,46939.80921809927
2025-10-24,144,0,0.0,0.0,33423.550960143504,17662.043055767055
2025-10-25,144,0,0.0,0.0,34118.6615498132,17950.8174727547
2025-10-26,144,0,0.0,0.0,75711.69571500158,46818.97533317866
2025-10-27,144,1,5.31449553967,24.89309710781428,74541.95998152379,46303.26197534343
2025-10-28,144,0,0.0,0.0,74622.73045424532,46218.90892391079
2025-10-29,144,0,0.0,0.0,75695.83297657361,47059.248081696
2025-10-30,144,0,0.0,0.0,77794.91894236882,48573.97707186968
2025-10-31,144,0,0.0,0.0,35026.4337116194,18838.958802112775
2025-11-01,144,0,0.0,0.0,34886.559694850395,18739.159800797657
2025-11-02,144,0,0.0,0.0,77744.8022760835,48599.75073571451
2025-11-03,144,0,0.0,0.0,78741.44301976188,49415.49945045187
2025-11-04,144,1,11.2365164951,52.6318432630484,79083.55027242079,49512.471106655714
2025-11-05,144,0,0.0,0.0,80071.70750307123,50315.01642471945
2025-11-06,144,3,126.4856051567,607.8148790545497,78257.93280020141,49110.84384796349
2025-11-07,144,0,0.0,0.0,36165.571749210394,19592.688944940397
2025-11-08,144,0,0.0,0.0,35567.58388141941,19111.83240374822
2025-11-09,144,0,0.0,0.0,79714.21121572347,50192.72408446526
2025-11-10,144,0,0.0,0.0,80253.54151293583,50584.69013703692
2025-11-11,144,0,0.0,0.0,81500.93636197194,51458.53526685075
2025-11-12,144,0,0.0,0.0,82528.96565230499,52225.49373724632
2025-11-13,144,0,0.0,0.0,81193.96738980719,51444.29098238836
2025-11-14,144,0,0.0,0.0,36827.333728947095,20026.72438611544
2025-11-15,144,0,0.0,0.0,36463.270829848894,19743.930268070406
2025-11-16,144,0,0.0,0.0,83763.83785558767,53216.22370972848
2025-11-17,144,0,0.0,0.0,84703.10096005548,53808.454725972486
2025-11-18,144,0,0.0,0.0,83458.82270770693,53109.44043302245
2025-11-19,144,1,1.385,6.3010575,84510.2902335514,53630.73935476166
2025-11-20,144,0,0.0,0.0,85868.33974217939,54593.26868885956
2025-11-21,144,0,0.0,0.0,38355.86206991868,20771.561996049444
2025-11-22,144,0,0.0,0.0,38890.508453071896,20950.106051354964
2025-11-23,144,0,0.0,0.0,86273.19196547967,54965.018553360256
2025-11-24,144,1,5.36275731678,25.11915527179752,85732.15243187499,54647.06479427872
2025-11-25,144,0,0.0,0.0,86431.14454841732,54834.46918274577
2025-11-26,144,1,16.7194165281,78.3137470176204,86167.98610021372,54831.63465575314
2025-11-27,144,0,0.0,0.0,86368.58330539752,55154.349941496985
2025-11-28,144,0,0.0,0.0,39290.3517193754,21147.903179250115
2025-11-29,144,0,0.0,0.0,40797.726258253584,21894.583405853096
2025-11-30,144,0,0.0,0.0,88464.58727923626,56525.23852297683
2025-12-01,144,12,2945.9080229057895,14360.755670467797,89213.07921730161,56968.14215787444
2025-12-02,144,12,3209.6194435253296,15652.840887447468,90036.49568731828,57511.71439455444
2025-12-03,144,1,1.74226550414,10.119949180797189,98145.08597793271,63462.5634973731
2025-12-04,144,4,251.8163785872,1272.1611007584338,95600.00864619542,62161.80856572876
2025-12-05,144,0,0.0,0.0,51464.92052598602,28083.393735133555
2025-12-06,144,0,0.0,0.0,50852.702044325,27497.674275186466
2025-12-07,144,1,11.0078781806,63.939260412015095,98170.45083560463,63790.120743864405
2025-12-08,144,0,0.0,0.0,104382.06893660831,68469.93848579163
2025-12-09,144,2,3.5252639761499998,20.552043665444863,99589.56227361418,65068.81215969943
2025-12-10,144,0,0.0,0.0,99441.8571918545,64683.86873523001
2025-12-11,144,0,0.0,0.0,99951.13655914017,65073.64204920896
2025-12-12,144,0,0.0,0.0,52369.12320885501,28405.91724925149
2025-12-13,144,0,0.0,0.0,54088.285927254,29111.756166705
2025-12-14,144,0,0.0,0.0,99824.33457563794,64815.65361723454
2025-12-15,144,0,0.0,0.0,105410.65452800048,68842.3211494881
2025-12-16,144,0,0.0,0.0,103838.23850902096,67900.95239869405
2025-12-17,144,0,0.0,0.0,103461.30920118817,67180.98106928333
2025-12-18,144,0,0.0,0.0,102842.90727776816,66988.96562199267
2025-12-19,144,0,0.0,0.0,56164.8188579211,30662.96534377111
2025-12-20,144,0,0.0,0.0,56589.207915992,30677.30589245319
2025-12-21,144,0,0.0,0.0,101745.109556853,66090.38103937783
2025-12-22,144,0,0.0,0.0,100822.94367394391,65518.86538793466
2025-12-23,144,0,0.0,0.0,101485.72249192008,65876.35191824932
2025-12-24,144,0,0.0,0.0,100408.00300486086,64954.10338426341
2025-12-25,144,0,0.0,0.0,100056.82649509446,64810.91503744268
2025-12-26,144,0,0.0,0.0,54129.138704733,29284.20903737181
2025-12-27,144,0,0.0,0.0,53613.57866615898,28745.056906588685
2025-12-28,144,2,34.1134572187,198.58100264506413,100230.8690033267,64871.12419440418
2025-12-29,144,0,0.0,0.0,100043.3086503816,64948.028232774166
2025-12-30,144,0,0.0,0.0,98795.29328667428,63764.78683874666
2025-12-31,144,0,0.0,0.0,98729.43511869575,63725.2085157265
